land.Foraging,land.Grooming,land.Resting,land.Travelling,surface.Foraging,surface.Grooming,surface.Resting,surface.Travelling,underwater.Foraging,underwater.Grooming,underwater.Resting,underwater.Travelling,TOTAL (L),KJ,MJ
0.052464229,0.120031797,0.356120827,0.030206677,0.07154213,0.058823529,0.134340223,0.089030207,0.036565978,0.001589825,0.001589825,0.047694754,1279.675872,26783.61599,26.78361599
0.081081081,0.095030514,0.401918047,0.056669573,0.039232781,0.054925894,0.046207498,0.102877071,0.074106364,0.011333915,0.013949433,0.022667829,1464.387603,30649.63254,30.64963254
0.050925926,0.039351852,0.335648148,0.041666667,0.026234568,0.114969136,0.104166667,0.103395062,0.118055556,0.009259259,0.016203704,0.040123457,1411.723995,29547.38321,29.54738321
0.031152648,0.126168224,0.380062305,0.013239875,0.112928349,0.104361371,0.042834891,0.066199377,0.083333333,0.00623053,0.005451713,0.028037383,1238.108672,25913.61451,25.91361451
0.064572426,0.139616056,0.423211169,0.011343805,0.060209424,0.080279232,0.036649215,0.031413613,0.086387435,0.006108202,0.011343805,0.04886562,1241.630479,25987.32593,25.98732593
0.046532847,0.127737226,0.315693431,0.024635036,0.123175182,0.114963504,0.041970803,0.114051095,0.025547445,0.015510949,0.013686131,0.03649635,1352.55335,28308.94162,28.30894162
0.069094304,0.063492063,0.381886088,0.0410831,0.134453782,0.056022409,0.065359477,0.063492063,0.039215686,0.006535948,0.015873016,0.063492063,1458.648964,30529.52282,30.52952282
0.074046921,0.131964809,0.241935484,0.013196481,0.032991202,0.118768328,0.126099707,0.115102639,0.112903226,0.003665689,0.013929619,0.015395894,1378.001086,28841.56273,28.84156273
0.065560821,0.045813586,0.333333333,0.022906793,0.131911532,0.120853081,0.133491311,0.047393365,0.037124803,0.003159558,0.008688784,0.049763033,1368.4447,28641.54756,28.64154756
0.01217656,0.073059361,0.361491629,0.049467275,0.073059361,0.130898021,0.114155251,0.076103501,0.064687976,0.011415525,0.008371385,0.025114155,1238.582011,25923.52149,25.92352149
0.091141397,0.118398637,0.333049404,0.026405451,0.122657581,0.079216354,0.049403748,0.06132879,0.092844974,0.005110733,0.008517888,0.011925043,1480.833399,30993.84305,30.99384305
0.058986175,0.139170507,0.315207373,0.047004608,0.125345622,0.058064516,0.043317972,0.121658986,0.022119816,0.017511521,0.023041475,0.028571429,1440.5759,30151.2536,30.1512536
0.023809524,0.044897959,0.3,0.037414966,0.115646259,0.136054422,0.074829932,0.106122449,0.10952381,0.011564626,0.020408163,0.019727891,1406.384378,29435.62504,29.43562504
0.035634744,0.127691166,0.321455085,0.021529324,0.07423905,0.137342242,0.067557535,0.121009651,0.050482554,0.002969562,0.012620638,0.027468448,1277.23887,26732.60955,26.73260955
0.076308784,0.144631766,0.366459627,0.030168589,0.064773736,0.070984916,0.047027507,0.039929015,0.137533274,0.00621118,0.003549246,0.01242236,1386.045062,29009.92314,29.00992314
0.064053537,0.067877629,0.308795411,0.017208413,0.146271511,0.07456979,0.075525813,0.126195029,0.057361377,0.019120459,0.027724665,0.015296367,1432.730429,29987.04788,29.98704788
0.011792453,0.080974843,0.377358491,0.051886792,0.110062893,0.084119497,0.047169811,0.078616352,0.084119497,0.007861635,0.028301887,0.037735849,1324.508944,27721.9722,27.7219722
0.079464286,0.104464286,0.283035714,0.016964286,0.065178571,0.108035714,0.074107143,0.100892857,0.096428571,0.016964286,0.026785714,0.027678571,1424.802639,29821.11924,29.82111924
0.091883614,0.097243492,0.251914242,0.018376723,0.090352221,0.105666156,0.11179173,0.081163859,0.080398162,0.016079632,0.028330781,0.026799387,1455.575833,30465.20218,30.46520218
0.059654631,0.058084772,0.299058085,0.027472527,0.078492936,0.145211931,0.130298273,0.095761381,0.025902669,0.010989011,0.029827316,0.039246468,1338.250819,28009.58964,28.00958964
0.071315372,0.141045959,0.243264659,0.034865293,0.122028526,0.158478605,0.020602219,0.106180666,0.066561014,0.007131537,0.016640254,0.011885895,1513.578802,31679.20432,31.67920432
0.051140834,0.119590873,0.291109363,0.042486231,0.056648308,0.086546027,0.081825334,0.090479937,0.107789142,0.00393391,0.014162077,0.054287962,1430.439413,29939.09691,29.93909691
0.069277108,0.081325301,0.335090361,0.015813253,0.124246988,0.067771084,0.130271084,0.092620482,0.039909639,0.003012048,0.013554217,0.027108434,1351.482199,28286.52242,28.28652242
0.012307692,0.102307692,0.353846154,0.038461538,0.043846154,0.104615385,0.107692308,0.049230769,0.117692308,0.015384615,0.007692308,0.046923077,1212.253686,25372.46965,25.37246965
0.039123631,0.078247261,0.369327074,0.005477308,0.03286385,0.118153365,0.107198748,0.058685446,0.106416275,0.014084507,0.031298905,0.039123631,1167.712135,24440.21499,24.44021499
0.009397024,0.088488645,0.28660924,0.034455756,0.108848865,0.104150352,0.133907596,0.100234926,0.086139389,0.009397024,0.002349256,0.036021926,1296.523353,27136.23377,27.13623377
0.034272658,0.052551409,0.335872049,0.005331302,0.124904798,0.054836253,0.139375476,0.084539223,0.123381569,0.004569688,0.021325209,0.019040366,1283.021697,26853.64412,26.85364412
0.022515528,0.082298137,0.348602484,0.030279503,0.093167702,0.107142857,0.10636646,0.090062112,0.039596273,0.005434783,0.019409938,0.055124224,1250.999837,26183.42658,26.18342658
0.071755725,0.096183206,0.28778626,0.027480916,0.094656489,0.13740458,0.07480916,0.074045802,0.106870229,0.003053435,0.00610687,0.019847328,1459.828992,30554.2208,30.5542208
0.087561375,0.114566285,0.213584288,0.031914894,0.109656301,0.14811784,0.151391162,0.036006547,0.045826514,0.016366612,0.023731588,0.021276596,1415.449589,29625.3599,29.6253599
0.07826087,0.116521739,0.292173913,0.015652174,0.094782609,0.09826087,0.092173913,0.079130435,0.086956522,0.008695652,0.00173913,0.035652174,1419.524019,29710.63771,29.71063771
0.068438003,0.08373591,0.320450886,0.013687601,0.110305958,0.140096618,0.045088567,0.047504026,0.11352657,0.010466989,0.023349436,0.023349436,1399.486362,29291.24957,29.29124957
0.065967016,0.0982009,0.314092954,0.024737631,0.123688156,0.072713643,0.072713643,0.031484258,0.12143928,0.016491754,0.017991004,0.04047976,1423.618056,29796.32592,29.79632592
0.09375,0.112304688,0.306640625,0.008789063,0.100585938,0.078125,0.125,0.069335938,0.049804688,0.00390625,0.001953125,0.049804688,1398.308025,29266.58697,29.26658697
0.050860135,0.100224383,0.327599102,0.019446522,0.12789828,0.065071055,0.114435303,0.039640987,0.067314884,0.012715034,0.018698579,0.056095737,1307.814727,27372.56224,27.37256224
0.038167939,0.063358779,0.35648855,0.045038168,0.116793893,0.083969466,0.104580153,0.103816794,0.036641221,0.014503817,0.009160305,0.027480916,1355.563057,28371.93478,28.37193478
0.087269816,0.088070456,0.365892714,0.019215372,0.036829464,0.073658927,0.054443555,0.075260208,0.098478783,0.017614091,0.022417934,0.060848679,1412.510628,29563.84745,29.56384745
0.011235955,0.090751945,0.401901469,0.046672429,0.054451167,0.15298185,0.054451167,0.066551426,0.029386344,0.014693172,0.011235955,0.065687122,1204.322636,25206.47277,25.20647277
0.059984215,0.091554854,0.342541436,0.046566693,0.107340174,0.059194949,0.102604578,0.061562747,0.036306235,0.016574586,0.029992107,0.045777427,1373.927202,28756.29634,28.75629634
0.075042159,0.053962901,0.265598651,0.007588533,0.139123103,0.135750422,0.031197302,0.118043845,0.112984823,0.013490725,0.005059022,0.042158516,1573.25172,32928.1585,32.9281585
0.059535822,0.070635721,0.256306761,0.008072654,0.081735621,0.179616549,0.068617558,0.050454087,0.144298688,0.019172553,0.032290616,0.02926337,1387.524737,29040.89275,29.04089275
0.014505119,0.087883959,0.384812287,0.046928328,0.118600683,0.08447099,0.078498294,0.028156997,0.090443686,0.005119454,0.027303754,0.033276451,1257.29678,26315.22161,26.31522161
0.019469027,0.115929204,0.320353982,0.020353982,0.069911504,0.090265487,0.02920354,0.127433628,0.132743363,0.012389381,0.015044248,0.046902655,1341.908639,28086.14781,28.08614781
0.069359756,0.064786585,0.285060976,0.049542683,0.050304878,0.089176829,0.073932927,0.103658537,0.129573171,0.016768293,0.025152439,0.042682927,1547.094571,32380.68938,32.38068938
0.006815969,0.096397274,0.305744888,0.008763389,0.138266796,0.124634859,0.112950341,0.06037001,0.066212269,0.017526777,0.00097371,0.06134372,1200.546721,25127.44287,25.12744287
0.095637584,0.078020134,0.313758389,0.05033557,0.025167785,0.131711409,0.040268456,0.06795302,0.140100671,0.005872483,0.023489933,0.027684564,1571.438773,32890.21353,32.89021353
0.09929078,0.042553191,0.220744681,0.022163121,0.045212766,0.14893617,0.081560284,0.128546099,0.105496454,0.002659574,0.033687943,0.069148936,1624.214842,33994.81664,33.99481664
0.008653846,0.094230769,0.270192308,0.023076923,0.091346154,0.139423077,0.088461538,0.050961538,0.140384615,0.015384615,0.034615385,0.043269231,1266.322099,26504.12154,26.50412154
0.091575092,0.143772894,0.298534799,0.056776557,0.06959707,0.168498168,0.042124542,0.033882784,0.022893773,0.003663004,0.027472527,0.041208791,1463.053403,30621.70773,30.62170773
0.068995633,0.08558952,0.292576419,0.041048035,0.04628821,0.131004367,0.102183406,0.113537118,0.03231441,0.013100437,0.024454148,0.048908297,1413.815517,29591.15878,29.59115878
0.036842105,0.127368421,0.304210526,0.017894737,0.121052632,0.145263158,0.046315789,0.068421053,0.057894737,0.014736842,0.02,0.04,1294.288602,27089.46044,27.08946044
0.008,0.154666667,0.226666667,0.056,0.124444444,0.094222222,0.144,0.029333333,0.084444444,0.014222222,0.018666667,0.045333333,1291.558644,27032.32243,27.03232243
0.017021277,0.077659574,0.290425532,0.007446809,0.039361702,0.14893617,0.096808511,0.088297872,0.131914894,0.010638298,0.040425532,0.05106383,1223.357325,25604.86881,25.60486881
0.035454545,0.153636364,0.284545455,0.004545455,0.081818182,0.096363636,0.021818182,0.141818182,0.09,0.02,0.000909091,0.069090909,1354.633944,28352.48844,28.35248844
0.011252813,0.061515379,0.355588897,0.040510128,0.095273818,0.145536384,0.090772693,0.066766692,0.103525881,0.006751688,0.002250563,0.020255064,1281.580546,26823.48082,26.82348082
0.113513514,0.063783784,0.344864865,0.012972973,0.038918919,0.092972973,0.042162162,0.086486486,0.085405405,0.019459459,0.034594595,0.064864865,1501.296294,31422.13144,31.42213144
0.067717996,0.10296846,0.316326531,0.024118738,0.050092764,0.135435993,0.131725417,0.043599258,0.054730983,0.004638219,0.017625232,0.051020408,1289.957377,26998.80789,26.99880789
0.028013582,0.116298812,0.30475382,0.036502547,0.096774194,0.078098472,0.095076401,0.119694397,0.102716469,0.006791171,0.000848896,0.014431239,1358.192067,28426.95997,28.42695997
0.08762421,0.054200542,0.364950316,0.021680217,0.112014453,0.101174345,0.024390244,0.12195122,0.027100271,0.004516712,0.024390244,0.056007227,1506.452331,31530.04729,31.53004729
0.092542677,0.15902965,0.283917341,0.036837376,0.047619048,0.126684636,0.046720575,0.095238095,0.060197664,0.017070979,0.008086253,0.026055705,1462.312094,30606.19212,30.60619212
0.052957359,0.092847318,0.264786795,0.044704264,0.050206327,0.067400275,0.125859697,0.112104539,0.113480055,0.002751032,0.026822558,0.04607978,1452.320302,30397.06391,30.39706391
0.052711994,0.127578304,0.274255157,0.013750955,0.071810542,0.123758594,0.129106188,0.111535523,0.045072574,0.001527884,0.025974026,0.022918258,1269.875374,26578.49157,26.57849157
0.04459203,0.089184061,0.25426945,0.010436433,0.093927894,0.142314991,0.117647059,0.077798861,0.070208729,0.003795066,0.036053131,0.059772296,1314.868191,27520.19124,27.52019124
0.089390142,0.067669173,0.343358396,0.032581454,0.047619048,0.134502924,0.113617377,0.053467001,0.040935673,0.014202172,0.030075188,0.032581454,1359.693383,28458.38251,28.45838251
0.011560694,0.123699422,0.329479769,0.049710983,0.05433526,0.18265896,0.073988439,0.055491329,0.071676301,0.006936416,0.011560694,0.028901734,1225.312537,25645.7914,25.6457914
0.088938714,0.047085202,0.294469357,0.047832586,0.107623318,0.121076233,0.118086697,0.03961136,0.094170404,0.002242152,0.028400598,0.010463378,1519.060734,31793.94117,31.79394117
0.017898833,0.122178988,0.310505837,0.035797665,0.06614786,0.153307393,0.072373541,0.101945525,0.070038911,0.007782101,0.030350195,0.011673152,1239.585002,25944.51408,25.94451408
0.082225914,0.059800664,0.343023256,0.044019934,0.101328904,0.064784053,0.078903654,0.120431894,0.049833887,0.012458472,0.014119601,0.029069767,1520.94559,31833.39121,31.83339121
0.063103192,0.113585746,0.225686711,0.04454343,0.097995546,0.132145509,0.121009651,0.034149963,0.132887899,0.004454343,0.018559762,0.011878248,1459.176493,30540.564,30.540564
0.045676998,0.079934747,0.291190865,0.041598695,0.074225122,0.087275693,0.128874388,0.070146819,0.129690049,0.017944535,0.008972268,0.024469821,1392.449946,29143.97736,29.14397736
0.119601329,0.054263566,0.339977852,0.006644518,0.128460687,0.162790698,0.028792913,0.07530454,0.050941307,0.006644518,0.011074197,0.015503876,1533.377226,32093.58535,32.09358535
0.043076923,0.090769231,0.343846154,0.029230769,0.097692308,0.047692308,0.094615385,0.103846154,0.096923077,0.002307692,0.019230769,0.030769231,1361.511431,28496.43425,28.49643425
0.085908063,0.114544084,0.28786737,0.044461191,0.078372268,0.129615674,0.058025622,0.114544084,0.03089676,0.007535795,0.007535795,0.040693293,1520.070779,31815.0814,31.8150814
0.03073624,0.11150822,0.220872051,0.037169407,0.112223016,0.102930665,0.13080772,0.082916369,0.110078628,0.004288778,0.004288778,0.052180129,1420.128111,29723.28136,29.72328136
0.090062112,0.086956522,0.296066253,0.052795031,0.040372671,0.095238095,0.157349896,0.070393375,0.046583851,0.00310559,0.031055901,0.030020704,1429.809635,29925.91567,29.92591567
0.098346388,0.080069626,0.273281114,0.045256745,0.087032202,0.10791993,0.089643168,0.080069626,0.056570931,0.003481288,0.033072237,0.045256745,1560.930295,32670.27107,32.67027107
0.045757865,0.110581506,0.346043851,0.045757865,0.118207817,0.114394662,0.037178265,0.083889418,0.048617731,0.002859867,0.003813155,0.042897998,1416.169741,29640.43267,29.64043267
0.051464064,0.076308784,0.2635315,0.030168589,0.110026619,0.080745342,0.131322094,0.084294587,0.120674357,0.002661934,0.004436557,0.044365572,1458.802892,30532.74452,30.53274452
0.024871982,0.117044623,0.348939283,0.003657644,0.119970739,0.057059254,0.076079005,0.111923921,0.083394294,0.008778347,0.012435991,0.035844916,1243.868786,26034.1737,26.0341737
0.026909722,0.065104167,0.360243056,0.0546875,0.0625,0.168402778,0.038194444,0.052951389,0.107638889,0.012152778,0.013020833,0.038194444,1364.689813,28562.95778,28.56295778
0.088235294,0.07745098,0.353921569,0.048039216,0.15,0.081372549,0.041176471,0.073529412,0.061764706,0.004901961,0.001960784,0.017647059,1569.731792,32854.48642,32.85448642
0.029978587,0.118843683,0.408993576,0.005353319,0.076017131,0.076017131,0.048179872,0.040685225,0.087794433,0.014989293,0.025695931,0.06745182,1161.707915,24314.54666,24.31454666
0.012861736,0.131028939,0.340032154,0.044212219,0.11977492,0.086012862,0.030546624,0.106109325,0.090836013,0.007234727,0.000803859,0.030546624,1356.639085,28394.45605,28.39445605
0.04757548,0.080512351,0.340347667,0.043915828,0.090576395,0.137236962,0.118938701,0.034766697,0.03568161,0.003659652,0.018298262,0.048490393,1304.731862,27308.03787,27.30803787
0.014985015,0.13986014,0.366633367,0.017982018,0.132867133,0.111888112,0.048951049,0.056943057,0.036963037,0.003996004,0.02997003,0.038961039,1165.16777,24386.96142,24.38696142
0.053084648,0.104734577,0.294835007,0.039454806,0.1241033,0.091822095,0.076040172,0.076757532,0.092539455,0.006456241,0.020803443,0.019368723,1434.961883,30033.7522,30.0337522
0.024034335,0.121888412,0.236909871,0.020600858,0.101287554,0.094420601,0.084978541,0.106437768,0.124463519,0.007725322,0.013733906,0.063519313,1389.231903,29076.62373,29.07662373
0.0792,0.0736,0.2576,0.0352,0.0824,0.068,0.096,0.0944,0.1232,0.0104,0.0176,0.0624,1572.319556,32908.64831,32.90864831
0.026807474,0.114541024,0.380991064,0.038992689,0.062550772,0.058489033,0.041429732,0.113728676,0.086108855,0.009748172,0.008935825,0.057676686,1331.122278,27860.38928,27.86038928
0.079288026,0.093042071,0.216019417,0.039644013,0.131067961,0.132686084,0.059061489,0.099514563,0.105177994,0.013754045,0.01618123,0.014563107,1608.543135,33666.80782,33.66680782
0.028598665,0.052430887,0.246901811,0.059103908,0.114394662,0.125834128,0.087702574,0.040038132,0.149666349,0.003813155,0.036224976,0.055290753,1506.934022,31540.12907,31.54012907
0.03083004,0.088537549,0.330434783,0.038735178,0.053754941,0.049802372,0.127272727,0.093280632,0.106719368,0.011067194,0.025296443,0.044268775,1306.697992,27349.18897,27.34918897
0.034615385,0.110576923,0.261538462,0.050961538,0.124038462,0.090384615,0.109615385,0.143269231,0.031730769,0.014423077,0.010576923,0.018269231,1416.096534,29638.90047,29.63890047
0.054318789,0.053428317,0.344612645,0.025823687,0.060552093,0.177203918,0.020480855,0.122885129,0.098842386,0.005342832,0.005342832,0.031166518,1442.0861,30182.86207,30.18286207
0.034455128,0.137820513,0.293269231,0.052083333,0.108974359,0.072916667,0.090544872,0.123397436,0.03525641,0.001602564,0.012019231,0.037660256,1391.412343,29122.26033,29.12226033
0.019157088,0.062260536,0.280651341,0.051724138,0.11302682,0.138888889,0.039272031,0.03256705,0.166666667,0.020114943,0.02394636,0.051724138,1461.619903,30591.70458,30.59170458
0.068058076,0.066243194,0.269509982,0.023593466,0.119782214,0.148820327,0.06261343,0.104355717,0.108892922,0.002722323,0.007259528,0.01814882,1522.305751,31861.85938,31.86185938
0.094700261,0.145960035,0.293657689,0.025195482,0.034752389,0.118158123,0.058210252,0.06342311,0.123370982,0.018245004,0.011294526,0.013032146,1431.692264,29965.31909,29.96531909
0.038033395,0.05380334,0.35528757,0.039888683,0.070500928,0.127087199,0.025974026,0.091836735,0.089981447,0.011131725,0.025046382,0.071428571,1420.013195,29720.87616,29.72087616
0.021231423,0.092356688,0.292993631,0.035031847,0.142250531,0.111464968,0.025477707,0.081740977,0.107218684,0.00955414,0.02866242,0.052016985,1422.075954,29764.04972,29.76404972
0.039082413,0.094307562,0.250637213,0.031435854,0.130841121,0.14953271,0.050127443,0.068819031,0.120645709,0.015293118,0.013593883,0.035683942,1454.72454,30447.38462,30.44738462
0.051691729,0.051691729,0.280075188,0.02537594,0.117481203,0.091165414,0.158834586,0.080827068,0.125,0.003759398,0.001879699,0.012218045,1413.333673,29581.07378,29.58107378
0.079825835,0.128447025,0.206095791,0.045718433,0.09796807,0.047169811,0.132801161,0.084179971,0.116835994,0.013788099,0.008708273,0.038461538,1562.66973,32706.67746,32.70667746
0.047027507,0.063886424,0.361135759,0.028393966,0.047914818,0.119787045,0.132209406,0.070984916,0.07364685,0.009760426,0.009760426,0.035492458,1264.823439,26472.75458,26.47275458
0.079376855,0.083827893,0.351632047,0.016320475,0.126854599,0.09272997,0.021513353,0.074925816,0.112759644,0.014836795,0.007418398,0.017804154,1475.767743,30887.81885,30.88781885
0.042701092,0.157894737,0.322740814,0.019860973,0.125124131,0.12611718,0.02979146,0.056603774,0.026812314,0.020854022,0.037735849,0.033763654,1243.990092,26036.71263,26.03671263
0.060211554,0.100895037,0.207485761,0.048820179,0.11635476,0.09194467,0.135882832,0.076484947,0.09194467,0.006509357,0.013832384,0.049633849,1525.792383,31934.83457,31.93483457
0.060082305,0.104526749,0.280658436,0.005761317,0.079835391,0.117695473,0.125925926,0.033744856,0.116872428,0.004115226,0.016460905,0.054320988,1313.720633,27496.17286,27.49617286
0.060123784,0.08311229,0.34040672,0.058355438,0.148541114,0.056587091,0.09372237,0.030061892,0.102564103,0.00530504,0.008841733,0.012378426,1477.950576,30933.50555,30.93350555
0.080270793,0.116054159,0.356866538,0.00483559,0.071566731,0.118955513,0.058994197,0.047388781,0.090909091,0.010638298,0.010638298,0.032882012,1320.590533,27639.95985,27.63995985
0.056858564,0.10376688,0.295664534,0.014214641,0.049751244,0.085287846,0.121535181,0.074626866,0.114427861,0.00355366,0.028429282,0.05188344,1322.038998,27670.27622,27.67027622
0.080192462,0.047313553,0.379310345,0.013632719,0.047313553,0.122694467,0.017642342,0.066559743,0.133119487,0.016038492,0.025661588,0.050521251,1435.048362,30035.56223,30.03556223
0.094569288,0.116104869,0.303370787,0.018726592,0.04494382,0.130149813,0.029962547,0.13576779,0.044007491,0.014044944,0.028089888,0.040262172,1460.386879,30565.89738,30.56589738
0.045384615,0.136923077,0.308461538,0.006923077,0.054615385,0.122307692,0.055384615,0.103846154,0.082307692,0.008461538,0.03,0.045384615,1270.354476,26588.51918,26.58851918
0.009128631,0.146058091,0.356016598,0.054771784,0.024896266,0.051452282,0.146058091,0.084647303,0.058921162,0.006639004,0.004979253,0.056431535,1179.024758,24676.98819,24.67698819
0.086029992,0.132596685,0.322809787,0.008681926,0.033149171,0.129439621,0.046566693,0.093922652,0.089187056,0.00394633,0.022888713,0.030781373,1367.276193,28617.09072,28.61709072
0.020739405,0.138863841,0.405770965,0.040577096,0.062218215,0.091073039,0.046889089,0.103697024,0.027051398,0.018935978,0.019837692,0.024346258,1181.879024,24736.72797,24.73672797
0.030477759,0.061779242,0.382207578,0.044481054,0.063426689,0.13261944,0.030477759,0.107907743,0.102965404,0.005766063,0.009060956,0.028830313,1382.138818,28928.16546,28.92816546
0.060324826,0.060324826,0.351894818,0.014694509,0.128383604,0.09512761,0.13225058,0.046403712,0.041763341,0.002320186,0.024748647,0.041763341,1293.816869,27079.58706,27.07958706
0.044850498,0.144518272,0.306478405,0.02076412,0.118770764,0.053156146,0.144518272,0.031561462,0.069767442,0.007475083,0.002491694,0.055647841,1261.571488,26404.69124,26.40469124
0.042139384,0.095623987,0.335494327,0.025121556,0.068071313,0.064019449,0.140194489,0.10534846,0.08184765,0.01458671,0.006482982,0.021069692,1274.686126,26679.18061,26.67918061
