"number","behaviour_event","value","type_event","fps","time","depth","x","y","z","behaviour","type","location","place","raw"
1,"1.moving",1,"1.Travelling",11840,"31:06.1",2.28,0.552,-0.084,0.712,"moving","Travelling","land","land","moving"
1,"1.moving",1,"1.Travelling",11841,"31:06.1",2.28,-0.02,0.216,1.008,"moving","Travelling","land","land",""
1,"1.moving",1,"1.Travelling",11842,"31:06.2",2.25,-0.368,0.064,1.052,"moving","Travelling","land","land",""
1,"1.moving",1,"1.Travelling",11843,"31:06.2",2.25,-0.34,-0.544,0.98,"moving","Travelling","land","land",""
1,"1.moving",1,"1.Travelling",11844,"31:06.2",2.28,0.64,-0.46,2.24,"moving","Travelling","land","land",""
1,"1.moving",1,"1.Travelling",11845,"31:06.3",2.28,-0.12,-1.068,2.296,"moving","Travelling","land","land",""
1,"1.moving",1,"1.Travelling",11846,"31:06.3",2.25,0.172,0.268,0.86,"moving","Travelling","land","land",""
1,"1.moving",1,"1.Travelling",11847,"31:06.4",2.25,0.192,0.996,0.068,"moving","Travelling","land","land",""
1,"1.moving",1,"1.Travelling",11848,"31:06.4",2.25,0.492,0.512,0.444,"moving","Travelling","land","land",""
1,"1.moving",1,"1.Travelling",11849,"31:06.4",2.28,0.748,0.668,0.944,"moving","Travelling","land","land",""
1,"1.moving",1,"1.Travelling",11850,"31:06.5",2.25,0.196,0.384,-0.108,"moving","Travelling","land","land",""
1,"1.moving",1,"1.Travelling",11851,"31:06.5",2.25,0.716,0.732,-0.256,"moving","Travelling","land","land",""
1,"1.moving",1,"1.Travelling",11852,"31:06.6",2.28,1.812,0.704,-0.228,"moving","Travelling","land","land",""
1,"1.moving",1,"1.Travelling",11853,"31:06.6",2.25,1.372,1.252,-0.452,"moving","Travelling","land","land",""
1,"1.moving",1,"1.Travelling",11854,"31:06.6",2.28,0.92,-0.208,-0.344,"moving","Travelling","land","land",""
1,"1.moving",1,"1.Travelling",11855,"31:06.7",2.28,-0.02,-0.268,0.268,"moving","Travelling","land","land",""
