"number","behaviour_event","value","type_event","fps","time","depth","x","y","z","behaviour","type","location","place","raw"
1,"1.in",1,"1.Other",17613,"20:49.6",0.43,0.232,-0.584,0.908,"in","Other","water","surface","in"
1,"1.in",1,"1.Other",17614,"20:49.7",0.43,0.252,-0.488,0.916,"in","Other","water","surface",""
1,"1.in",1,"1.Other",17615,"20:49.7",0.43,0.284,-0.364,0.912,"in","Other","water","surface",""
1,"1.in",1,"1.Other",17616,"20:49.8",0.4,0.292,-0.252,0.872,"in","Other","water","surface",""
1,"1.in",1,"1.Other",17617,"20:49.8",0.43,0.3,-0.128,0.896,"in","Other","water","surface",""
1,"1.in",1,"1.Other",17618,"20:49.8",0.43,0.344,-0.016,0.944,"in","Other","water","surface",""
1,"1.in",1,"1.Other",17619,"20:49.9",0.4,0.348,0.06,0.924,"in","Other","water","surface",""
1,"1.in",1,"1.Other",17620,"20:49.9",0.43,0.308,0.048,0.94,"in","Other","water","surface",""
1,"1.in",1,"1.Other",17621,"20:50.0",0.43,0.284,0.052,0.932,"in","Other","water","surface",""
1,"1.in",1,"1.Other",17622,"20:50.0",0.43,0.324,0.076,0.9,"in","Other","water","surface",""
1,"1.in",1,"1.Other",17623,"20:50.0",0.4,0.332,0.012,0.892,"in","Other","water","surface",""
1,"1.in",1,"1.Other",17624,"20:50.1",0.4,0.344,-0.02,0.912,"in","Other","water","surface",""
1,"1.in",1,"1.Other",17625,"20:50.1",0.4,0.332,-0.008,0.86,"in","Other","water","surface",""
1,"1.in",1,"1.Other",17626,"20:50.2",0.4,0.296,0.036,0.86,"in","Other","water","surface",""
1,"1.in",1,"1.Other",17627,"20:50.2",0.4,0.236,0.14,0.88,"in","Other","water","surface",""
1,"1.in",1,"1.Other",17628,"20:50.2",0.4,0.228,0.228,0.88,"in","Other","water","surface",""
1,"1.in",1,"1.Other",17629,"20:50.3",0.4,0.232,0.252,0.848,"in","Other","water","surface",""
1,"1.in",1,"1.Other",17630,"20:50.3",0.4,0.248,0.292,0.868,"in","Other","water","surface",""
1,"1.in",1,"1.Other",17631,"20:50.4",0.4,0.24,0.34,0.888,"in","Other","water","surface",""
1,"1.in",1,"1.Other",17632,"20:50.4",0.4,0.196,0.368,0.864,"in","Other","water","surface",""
1,"1.in",1,"1.Other",17633,"20:50.4",0.4,0.188,0.38,0.884,"in","Other","water","surface",""
1,"1.in",1,"1.Other",17634,"20:50.5",0.4,0.184,0.424,0.872,"in","Other","water","surface",""
1,"1.in",1,"1.Other",17635,"20:50.5",0.4,0.176,0.448,0.836,"in","Other","water","surface",""
1,"1.in",1,"1.Other",17636,"20:50.6",0.4,0.184,0.444,0.832,"in","Other","water","surface",""
1,"1.in",1,"1.Other",17637,"20:50.6",0.4,0.164,0.44,0.836,"in","Other","water","surface",""
1,"1.in",1,"1.Other",17638,"20:50.6",0.4,0.168,0.436,0.84,"in","Other","water","surface",""
1,"1.in",1,"1.Other",17639,"20:50.7",0.4,0.152,0.432,0.832,"in","Other","water","surface",""
1,"1.in",1,"1.Other",17640,"20:50.7",0.4,0.132,0.424,0.856,"in","Other","water","surface",""
1,"1.in",1,"1.Other",17641,"20:50.8",0.4,0.108,0.412,0.876,"in","Other","water","surface",""
1,"1.in",1,"1.Other",17642,"20:50.8",0.4,0.072,0.384,0.868,"in","Other","water","surface",""
1,"1.in",1,"1.Other",17643,"20:50.8",0.4,0.04,0.352,0.896,"in","Other","water","surface",""
1,"1.in",1,"1.Other",17644,"20:50.9",0.4,0.032,0.332,0.912,"in","Other","water","surface",""
1,"1.in",1,"1.Other",17645,"20:50.9",0.4,0.016,0.332,0.916,"in","Other","water","surface",""
1,"1.in",1,"1.Other",17646,"20:51.0",0.4,0.004,0.32,0.928,"in","Other","water","surface",""
1,"1.in",1,"1.Other",17647,"20:51.0",0.4,0.048,0.32,0.908,"in","Other","water","surface",""
1,"1.in",1,"1.Other",17648,"20:51.0",0.4,0.052,0.332,0.92,"in","Other","water","surface",""
1,"1.in",1,"1.Other",17649,"20:51.1",0.4,0.032,0.312,0.952,"in","Other","water","surface",""
1,"1.in",1,"1.Other",17650,"20:51.1",0.4,0.092,0.308,0.96,"in","Other","water","surface",""
1,"1.in",1,"1.Other",17651,"20:51.2",0.4,0.104,0.3,0.932,"in","Other","water","surface",""
1,"1.in",1,"1.Other",17652,"20:51.2",0.4,0.056,0.224,0.928,"in","Other","water","surface",""
1,"1.in",1,"1.Other",17653,"20:51.2",0.4,0.036,0.144,0.88,"in","Other","water","surface",""
1,"1.in",1,"1.Other",17654,"20:51.3",0.4,-0.016,0.104,0.876,"in","Other","water","surface",""
1,"1.in",1,"1.Other",17655,"20:51.3",0.4,-0.096,0.06,0.852,"in","Other","water","surface",""
1,"1.in",1,"1.Other",17656,"20:51.4",0.4,-0.168,0.044,0.856,"in","Other","water","surface",""
1,"1.in",1,"1.Other",17657,"20:51.4",0.4,-0.236,0.044,0.84,"in","Other","water","surface",""
1,"1.in",1,"1.Other",17658,"20:51.4",0.4,-0.264,0.04,0.804,"in","Other","water","surface",""
1,"1.in",1,"1.Other",17659,"20:51.5",0.4,-0.316,0.032,0.804,"in","Other","water","surface",""
1,"1.in",1,"1.Other",17660,"20:51.5",0.4,-0.364,0.008,0.756,"in","Other","water","surface",""
1,"1.in",1,"1.Other",17661,"20:51.6",0.4,-0.448,-0.008,0.696,"in","Other","water","surface",""
1,"1.in",1,"1.Other",17662,"20:51.6",0.4,-0.52,-0.004,0.656,"in","Other","water","surface",""
1,"1.in",1,"1.Other",17663,"20:51.6",0.4,-0.572,-0.016,0.6,"in","Other","water","surface",""
1,"1.in",1,"1.Other",17664,"20:51.7",0.43,-0.524,0.028,0.58,"in","Other","water","surface",""
1,"1.in",1,"1.Other",17665,"20:51.7",0.46,-0.632,0.024,0.544,"in","Other","water","surface",""
