"number","behaviour_event","value","type_event","fps","time","depth","x","y","z","behaviour","type","location","place","raw"
1,"1.other",1,"1.Other",57592,"02:02.6",0.53,0.916,0.076,0.5,"other","Other","land","land","other"
1,"1.other",1,"1.Other",57593,"02:02.6",0.53,0.884,0.06,0.48,"other","Other","land","land",""
1,"1.other",1,"1.Other",57594,"02:02.6",0.53,0.856,0.036,0.476,"other","Other","land","land",""
1,"1.other",1,"1.Other",57595,"02:02.7",0.53,0.864,0.016,0.48,"other","Other","land","land",""
1,"1.other",1,"1.Other",57596,"02:02.7",0.53,0.836,-0.008,0.492,"other","Other","land","land",""
1,"1.other",1,"1.Other",57597,"02:02.8",0.53,0.88,-0.004,0.5,"other","Other","land","land",""
1,"1.other",1,"1.Other",57598,"02:02.8",0.53,0.948,-0.016,0.5,"other","Other","land","land",""
1,"1.other",1,"1.Other",57599,"02:02.8",0.53,0.908,0.016,0.512,"other","Other","land","land",""
1,"1.other",1,"1.Other",57600,"02:02.9",0.53,0.856,0.016,0.512,"other","Other","land","land",""
1,"1.other",1,"1.Other",57601,"02:02.9",0.53,0.816,-0.004,0.5,"other","Other","land","land",""
1,"1.other",1,"1.Other",57602,"02:03.0",0.53,0.796,-0.02,0.532,"other","Other","land","land",""
1,"1.other",1,"1.Other",57603,"02:03.0",0.53,0.716,-0.02,0.568,"other","Other","land","land",""
1,"1.other",1,"1.Other",57604,"02:03.0",0.53,0.7,-0.012,0.62,"other","Other","land","land",""
1,"1.other",1,"1.Other",57605,"02:03.1",0.53,0.684,0,0.676,"other","Other","land","land",""
1,"1.other",1,"1.Other",57606,"02:03.1",0.53,0.72,0.012,0.664,"other","Other","land","land",""
1,"1.other",1,"1.Other",57607,"02:03.2",0.53,0.708,-0.092,0.684,"other","Other","land","land",""
1,"1.other",1,"1.Other",57608,"02:03.2",0.53,0.724,-0.168,0.7,"other","Other","land","land",""
1,"1.other",1,"1.Other",57609,"02:03.2",0.53,0.636,-0.188,0.716,"other","Other","land","land",""
