number,behaviour_event,value,type_event,fps,time,depth,x,y,z,behaviour,type,location,place,raw,
1,1.sitting,1,1.Resting,10369,18/08/2014 0:11:06.7,1,0.916,-0.176,0.36,sitting,Resting,land,land,sitting,18/08/2014
1,1.sitting,1,1.Resting,10370,18/08/2014 0:11:06.8,1,0.928,-0.184,0.348,sitting,Resting,land,land,,
1,1.sitting,1,1.Resting,10371,18/08/2014 0:11:06.8,1.03,0.932,-0.2,0.352,sitting,Resting,land,land,,
1,1.sitting,1,1.Resting,10372,18/08/2014 0:11:06.9,1.03,0.932,-0.208,0.344,sitting,Resting,land,land,,
1,1.sitting,1,1.Resting,10373,18/08/2014 0:11:06.9,1.03,0.924,-0.212,0.332,sitting,Resting,land,land,,
1,1.sitting,1,1.Resting,10374,18/08/2014 0:11:07.0,1.03,0.912,-0.216,0.348,sitting,Resting,land,land,,
1,1.sitting,1,1.Resting,10375,18/08/2014 0:11:07.0,1.03,0.92,-0.208,0.344,sitting,Resting,land,land,,
1,1.sitting,1,1.Resting,10376,18/08/2014 0:11:07.1,1.03,0.912,-0.196,0.348,sitting,Resting,land,land,,
1,1.sitting,1,1.Resting,10377,18/08/2014 0:11:07.1,1.03,0.924,-0.184,0.34,sitting,Resting,land,land,,
1,1.sitting,1,1.Resting,10378,18/08/2014 0:11:07.2,1.03,0.924,-0.188,0.336,sitting,Resting,land,land,,
1,1.sitting,1,1.Resting,10379,18/08/2014 0:11:07.2,1.03,0.932,-0.196,0.352,sitting,Resting,land,land,,
1,1.sitting,1,1.Resting,10380,18/08/2014 0:11:07.3,1.03,0.924,-0.188,0.344,sitting,Resting,land,land,,
1,1.sitting,1,1.Resting,10381,18/08/2014 0:11:07.3,1.03,0.928,-0.188,0.356,sitting,Resting,land,land,,
1,1.sitting,1,1.Resting,10382,18/08/2014 0:11:07.4,1.03,0.924,-0.188,0.348,sitting,Resting,land,land,,
1,1.sitting,1,1.Resting,10383,18/08/2014 0:11:07.4,1.03,0.912,-0.188,0.36,sitting,Resting,land,land,,
1,1.sitting,1,1.Resting,10384,18/08/2014 0:11:07.5,1.03,0.904,-0.172,0.36,sitting,Resting,land,land,,
1,1.sitting,1,1.Resting,10385,18/08/2014 0:11:07.5,1.03,0.904,-0.16,0.352,sitting,Resting,land,land,,
1,1.sitting,1,1.Resting,10386,18/08/2014 0:11:07.6,1.03,0.9,-0.176,0.36,sitting,Resting,land,land,,
1,1.sitting,1,1.Resting,10387,18/08/2014 0:11:07.6,1.03,0.904,-0.212,0.352,sitting,Resting,land,land,,
1,1.sitting,1,1.Resting,10388,18/08/2014 0:11:07.7,1.03,0.912,-0.212,0.348,sitting,Resting,land,land,,
1,1.sitting,1,1.Resting,10389,18/08/2014 0:11:07.7,1.03,0.916,-0.2,0.348,sitting,Resting,land,land,,
1,1.sitting,1,1.Resting,10390,18/08/2014 0:11:07.8,1.03,0.92,-0.208,0.352,sitting,Resting,land,land,,
1,1.sitting,1,1.Resting,10391,18/08/2014 0:11:07.8,1.03,0.908,-0.204,0.36,sitting,Resting,land,land,,
1,1.sitting,1,1.Resting,10392,18/08/2014 0:11:07.9,1.03,0.92,-0.216,0.356,sitting,Resting,land,land,,
1,1.sitting,1,1.Resting,10393,18/08/2014 0:11:08.0,1.03,0.92,-0.204,0.344,sitting,Resting,land,land,,
1,1.sitting,1,1.Resting,10394,18/08/2014 0:11:08.0,1.03,0.92,-0.204,0.34,sitting,Resting,land,land,,
1,1.sitting,1,1.Resting,10395,18/08/2014 0:11:08.0,1.03,0.916,-0.208,0.328,sitting,Resting,land,land,,
1,1.sitting,1,1.Resting,10396,18/08/2014 0:11:08.1,1.03,0.924,-0.208,0.324,sitting,Resting,land,land,,
1,1.sitting,1,1.Resting,10397,18/08/2014 0:11:08.1,1.03,0.932,-0.208,0.32,sitting,Resting,land,land,,
1,1.sitting,1,1.Resting,10398,18/08/2014 0:11:08.2,1.03,0.936,-0.196,0.332,sitting,Resting,land,land,,
1,1.sitting,1,1.Resting,10399,18/08/2014 0:11:08.2,1.03,0.928,-0.196,0.32,sitting,Resting,land,land,,
1,1.sitting,1,1.Resting,10400,18/08/2014 0:11:08.3,1.03,0.932,-0.208,0.3,sitting,Resting,land,land,,
1,1.sitting,1,1.Resting,10401,18/08/2014 0:11:08.3,1.03,0.932,-0.22,0.32,sitting,Resting,land,land,,
1,1.sitting,1,1.Resting,10402,18/08/2014 0:11:08.4,1.03,0.94,-0.208,0.32,sitting,Resting,land,land,,
1,1.sitting,1,1.Resting,10403,18/08/2014 0:11:08.4,1.03,0.948,-0.208,0.312,sitting,Resting,land,land,,
1,1.sitting,1,1.Resting,10404,18/08/2014 0:11:08.5,1.03,0.948,-0.188,0.316,sitting,Resting,land,land,,
1,1.sitting,1,1.Resting,10405,18/08/2014 0:11:08.5,1.03,0.936,-0.164,0.332,sitting,Resting,land,land,,
1,1.sitting,1,1.Resting,10406,18/08/2014 0:11:08.6,1.03,0.916,-0.168,0.336,sitting,Resting,land,land,,
1,1.sitting,1,1.Resting,10407,18/08/2014 0:11:08.7,1.03,0.888,-0.164,0.348,sitting,Resting,land,land,,
1,1.sitting,1,1.Resting,10408,18/08/2014 0:11:08.7,1.03,0.88,-0.164,0.36,sitting,Resting,land,land,,
1,1.sitting,1,1.Resting,10409,18/08/2014 0:11:08.7,1.03,0.876,-0.18,0.368,sitting,Resting,land,land,,
1,1.sitting,1,1.Resting,10410,18/08/2014 0:11:08.8,1.03,0.872,-0.18,0.356,sitting,Resting,land,land,,
1,1.sitting,1,1.Resting,10411,18/08/2014 0:11:08.8,1.03,0.896,-0.164,0.376,sitting,Resting,land,land,,
1,1.sitting,1,1.Resting,10412,18/08/2014 0:11:08.9,1.03,0.896,-0.16,0.396,sitting,Resting,land,land,,
1,1.sitting,1,1.Resting,10413,18/08/2014 0:11:08.9,1.03,0.892,-0.16,0.396,sitting,Resting,land,land,,
1,1.sitting,1,1.Resting,10414,18/08/2014 0:11:09.0,1.03,0.884,-0.148,0.4,sitting,Resting,land,land,,
1,1.sitting,1,1.Resting,10415,18/08/2014 0:11:09.0,1.03,0.888,-0.128,0.404,sitting,Resting,land,land,,
1,1.sitting,1,1.Resting,10416,18/08/2014 0:11:09.1,1.03,0.888,-0.128,0.4,sitting,Resting,land,land,,
1,1.sitting,1,1.Resting,10417,18/08/2014 0:11:09.1,1.03,0.896,-0.128,0.38,sitting,Resting,land,land,,
1,1.sitting,1,1.Resting,10418,18/08/2014 0:11:09.2,1.03,0.904,-0.144,0.372,sitting,Resting,land,land,,
1,1.sitting,1,1.Resting,10419,18/08/2014 0:11:09.2,1.03,0.904,-0.16,0.36,sitting,Resting,land,land,,
1,1.sitting,1,1.Resting,10420,18/08/2014 0:11:09.3,1.03,0.912,-0.168,0.352,sitting,Resting,land,land,,
1,1.sitting,1,1.Resting,10421,18/08/2014 0:11:09.3,1.03,0.928,-0.168,0.348,sitting,Resting,land,land,,
1,1.sitting,1,1.Resting,10422,18/08/2014 0:11:09.4,1.03,0.94,-0.156,0.356,sitting,Resting,land,land,,
1,1.sitting,1,1.Resting,10423,18/08/2014 0:11:09.4,1.03,0.944,-0.14,0.348,sitting,Resting,land,land,,
1,1.sitting,1,1.Resting,10424,18/08/2014 0:11:09.5,1.03,0.956,-0.148,0.356,sitting,Resting,land,land,,
1,1.sitting,1,1.Resting,10425,18/08/2014 0:11:09.5,1.03,0.952,-0.188,0.356,sitting,Resting,land,land,,
1,1.sitting,1,1.Resting,10426,18/08/2014 0:11:09.6,1.03,0.932,-0.204,0.344,sitting,Resting,land,land,,
1,1.sitting,1,1.Resting,10427,18/08/2014 0:11:09.6,1.03,0.912,-0.216,0.356,sitting,Resting,land,land,,
1,1.sitting,1,1.Resting,10428,18/08/2014 0:11:09.7,1.03,0.9,-0.208,0.36,sitting,Resting,land,land,,
1,1.sitting,1,1.Resting,10429,18/08/2014 0:11:09.7,1.03,0.908,-0.18,0.364,sitting,Resting,land,land,,
1,1.sitting,1,1.Resting,10430,18/08/2014 0:11:09.8,1.03,0.928,-0.156,0.368,sitting,Resting,land,land,,
1,1.sitting,1,1.Resting,10431,18/08/2014 0:11:09.8,1.03,0.932,-0.14,0.376,sitting,Resting,land,land,,
1,1.sitting,1,1.Resting,10432,18/08/2014 0:11:09.9,1.03,0.916,-0.136,0.392,sitting,Resting,land,land,,
1,1.sitting,1,1.Resting,10433,18/08/2014 0:11:09.9,1.03,0.912,-0.16,0.384,sitting,Resting,land,land,,
1,1.sitting,1,1.Resting,10434,18/08/2014 0:11:10.0,1.03,0.892,-0.168,0.392,sitting,Resting,land,land,,
1,1.sitting,1,1.Resting,10435,18/08/2014 0:11:10.0,1.03,0.872,-0.184,0.396,sitting,Resting,land,land,,
1,1.sitting,1,1.Resting,10436,18/08/2014 0:11:10.1,1.03,0.844,-0.188,0.416,sitting,Resting,land,land,,
1,1.sitting,1,1.Resting,10437,18/08/2014 0:11:10.1,1.03,0.808,-0.16,0.408,sitting,Resting,land,land,,
1,1.sitting,1,1.Resting,10438,18/08/2014 0:11:10.2,1.03,0.836,-0.168,0.408,sitting,Resting,land,land,,
1,1.sitting,1,1.Resting,10439,18/08/2014 0:11:10.2,1.03,0.852,-0.188,0.408,sitting,Resting,land,land,,
1,1.sitting,1,1.Resting,10440,18/08/2014 0:11:10.3,1.03,0.892,-0.212,0.388,sitting,Resting,land,land,,
1,1.sitting,1,1.Resting,10441,18/08/2014 0:11:10.3,1.03,0.908,-0.22,0.388,sitting,Resting,land,land,,
1,1.sitting,1,1.Resting,10442,18/08/2014 0:11:10.4,1.03,0.908,-0.248,0.38,sitting,Resting,land,land,,
1,1.sitting,1,1.Resting,10443,18/08/2014 0:11:10.4,1.03,0.912,-0.268,0.372,sitting,Resting,land,land,,
1,1.sitting,1,1.Resting,10444,18/08/2014 0:11:10.5,1.03,0.892,-0.276,0.364,sitting,Resting,land,land,,
1,1.sitting,1,1.Resting,10445,18/08/2014 0:11:10.5,1.03,0.896,-0.264,0.368,sitting,Resting,land,land,,
1,1.sitting,1,1.Resting,10446,18/08/2014 0:11:10.6,1.03,0.896,-0.244,0.352,sitting,Resting,land,land,,
1,1.in,2,2.Other,10447,18/08/2014 0:11:10.6,1.03,0.888,-0.22,0.348,in,Other,water,surface,in,
1,1.in,2,2.Other,10448,18/08/2014 0:11:10.7,1.03,0.888,-0.224,0.348,in,Other,water,surface,,
1,1.in,2,2.Other,10449,18/08/2014 0:11:10.7,1.03,0.904,-0.244,0.34,in,Other,water,surface,,
1,1.in,2,2.Other,10450,18/08/2014 0:11:10.8,1,0.908,-0.26,0.336,in,Other,water,surface,,
1,1.in,2,2.Other,10451,18/08/2014 0:11:10.9,1.03,0.908,-0.256,0.332,in,Other,water,surface,,
1,1.in,2,2.Other,10452,18/08/2014 0:11:10.9,1.03,0.912,-0.256,0.336,in,Other,water,surface,,
1,1.in,2,2.Other,10453,18/08/2014 0:11:10.9,1.03,0.912,-0.252,0.332,in,Other,water,surface,,
1,1.in,2,2.Other,10454,18/08/2014 0:11:11.0,1.03,0.916,-0.252,0.34,in,Other,water,surface,,
1,1.in,2,2.Other,10455,18/08/2014 0:11:11.0,1.03,0.912,-0.252,0.34,in,Other,water,surface,,
1,1.in,2,2.Other,10456,18/08/2014 0:11:11.1,1.03,0.904,-0.244,0.344,in,Other,water,surface,,
1,1.in,2,2.Other,10457,18/08/2014 0:11:11.1,1.03,0.904,-0.252,0.348,in,Other,water,surface,,
1,1.in,2,2.Other,10458,18/08/2014 0:11:11.2,1.03,0.908,-0.248,0.348,in,Other,water,surface,,
1,1.in,2,2.Other,10459,18/08/2014 0:11:11.2,1.03,0.9,-0.264,0.344,in,Other,water,surface,,
1,1.in,2,2.Other,10460,18/08/2014 0:11:11.3,1.03,0.9,-0.264,0.332,in,Other,water,surface,,
1,1.in,2,2.Other,10461,18/08/2014 0:11:11.3,1.03,0.9,-0.26,0.332,in,Other,water,surface,,
1,1.in,2,2.Other,10462,18/08/2014 0:11:11.4,1.03,0.908,-0.248,0.328,in,Other,water,surface,,
1,1.in,2,2.Other,10463,18/08/2014 0:11:11.4,1.03,0.912,-0.244,0.324,in,Other,water,surface,,
1,1.in,2,2.Other,10464,18/08/2014 0:11:11.5,1.03,0.908,-0.256,0.316,in,Other,water,surface,,
1,1.in,2,2.Other,10465,18/08/2014 0:11:11.6,1.03,0.904,-0.264,0.32,in,Other,water,surface,,
1,1.in,2,2.Other,10466,18/08/2014 0:11:11.6,1.03,0.9,-0.26,0.324,in,Other,water,surface,,
1,1.in,2,2.Other,10467,18/08/2014 0:11:11.6,1.03,0.908,-0.256,0.328,in,Other,water,surface,,
1,1.in,2,2.Other,10468,18/08/2014 0:11:11.7,1.03,0.916,-0.256,0.336,in,Other,water,surface,,
1,1.in,2,2.Other,10469,18/08/2014 0:11:11.7,1.03,0.92,-0.252,0.328,in,Other,water,surface,,
1,1.in,2,2.Other,10470,18/08/2014 0:11:11.8,1.03,0.912,-0.244,0.32,in,Other,water,surface,,
1,1.in,2,2.Other,10471,18/08/2014 0:11:11.8,1.03,0.916,-0.244,0.32,in,Other,water,surface,,
1,1.in,2,2.Other,10472,18/08/2014 0:11:11.9,1.03,0.916,-0.256,0.316,in,Other,water,surface,,
1,1.in,2,2.Other,10473,18/08/2014 0:11:11.9,1.03,0.912,-0.256,0.308,in,Other,water,surface,,
1,1.in,2,2.Other,10474,18/08/2014 0:11:12.0,1.03,0.916,-0.264,0.316,in,Other,water,surface,,
1,1.in,2,2.Other,10475,18/08/2014 0:11:12.0,1.03,0.904,-0.272,0.32,in,Other,water,surface,,
1,1.in,2,2.Other,10476,18/08/2014 0:11:12.1,1.03,0.904,-0.268,0.32,in,Other,water,surface,,
1,1.in,2,2.Other,10477,18/08/2014 0:11:12.1,1.03,0.896,-0.268,0.316,in,Other,water,surface,,
1,1.in,2,2.Other,10478,18/08/2014 0:11:12.2,1.03,0.908,-0.256,0.32,in,Other,water,surface,,
1,1.in,2,2.Other,10479,18/08/2014 0:11:12.2,1.03,0.908,-0.256,0.316,in,Other,water,surface,,
1,1.in,2,2.Other,10480,18/08/2014 0:11:12.3,1.03,0.908,-0.252,0.316,in,Other,water,surface,,
1,1.in,2,2.Other,10481,18/08/2014 0:11:12.3,1.03,0.912,-0.256,0.308,in,Other,water,surface,,
1,1.in,2,2.Other,10482,18/08/2014 0:11:12.4,1.03,0.916,-0.256,0.316,in,Other,water,surface,,
1,1.in,2,2.Other,10483,18/08/2014 0:11:12.4,1.03,0.912,-0.26,0.308,in,Other,water,surface,,
1,1.in,2,2.Other,10484,18/08/2014 0:11:12.5,1.03,0.908,-0.26,0.32,in,Other,water,surface,,
1,1.in,2,2.Other,10485,18/08/2014 0:11:12.5,1.03,0.9,-0.248,0.328,in,Other,water,surface,,
1,1.in,2,2.Other,10486,18/08/2014 0:11:12.6,1.03,0.904,-0.244,0.316,in,Other,water,surface,,
1,1.in,2,2.Other,10487,18/08/2014 0:11:12.6,1.03,0.92,-0.232,0.316,in,Other,water,surface,,
1,1.in,2,2.Other,10488,18/08/2014 0:11:12.7,1.03,0.936,-0.232,0.304,in,Other,water,surface,,
1,1.in,2,2.Other,10489,18/08/2014 0:11:12.7,1.03,0.94,-0.228,0.308,in,Other,water,surface,,
1,1.in,2,2.Other,10490,18/08/2014 0:11:12.8,1.03,0.948,-0.248,0.3,in,Other,water,surface,,
1,1.in,2,2.Other,10491,18/08/2014 0:11:12.8,1.03,0.92,-0.256,0.312,in,Other,water,surface,,
1,1.in,2,2.Other,10492,18/08/2014 0:11:12.9,1.03,0.888,-0.276,0.344,in,Other,water,surface,,
1,1.in,2,2.Other,10493,18/08/2014 0:11:12.9,1.03,0.896,-0.248,0.308,in,Other,water,surface,,
1,1.in,2,2.Other,10494,18/08/2014 0:11:13.0,1.03,0.912,-0.192,0.308,in,Other,water,surface,,
1,1.in,2,2.Other,10495,18/08/2014 0:11:13.1,1.03,0.94,-0.128,0.284,in,Other,water,surface,,
1,1.in,2,2.Other,10496,18/08/2014 0:11:13.1,1.03,0.992,-0.116,0.26,in,Other,water,surface,,
1,1.in,2,2.Other,10497,18/08/2014 0:11:13.1,1.03,0.972,-0.124,0.252,in,Other,water,surface,,
1,1.in,2,2.Other,10498,18/08/2014 0:11:13.2,1.03,0.936,-0.136,0.264,in,Other,water,surface,,
1,1.in,2,2.Other,10499,18/08/2014 0:11:13.2,1.03,0.932,-0.168,0.264,in,Other,water,surface,,
1,1.in,2,2.Other,10500,18/08/2014 0:11:13.3,1.03,0.944,-0.184,0.272,in,Other,water,surface,,
1,1.in,2,2.Other,10501,18/08/2014 0:11:13.3,1.03,0.964,-0.184,0.288,in,Other,water,surface,,
1,1.in,2,2.Other,10502,18/08/2014 0:11:13.4,1.03,0.96,-0.168,0.312,in,Other,water,surface,,
1,1.in,2,2.Other,10503,18/08/2014 0:11:13.4,1.03,0.956,-0.204,0.332,in,Other,water,surface,,
1,1.in,2,2.Other,10504,18/08/2014 0:11:13.5,1.03,0.94,-0.276,0.26,in,Other,water,surface,,
1,1.in,2,2.Other,10505,18/08/2014 0:11:13.5,1.03,1.096,-0.304,0.144,in,Other,water,surface,,
1,1.in,2,2.Other,10506,18/08/2014 0:11:13.6,1.03,0.98,-0.572,0.448,in,Other,water,surface,,
1,1.in,2,2.Other,10507,18/08/2014 0:11:13.6,1.03,1.14,-0.44,0.532,in,Other,water,surface,,
1,1.in,2,2.Other,10508,18/08/2014 0:11:13.7,1.03,0.916,-0.448,0.248,in,Other,water,surface,,
1,1.in,2,2.Other,10509,18/08/2014 0:11:13.8,1.03,0.884,-0.328,0.432,in,Other,water,surface,,
1,1.in,2,2.Other,10510,18/08/2014 0:11:13.8,1.03,0.904,-0.316,0.244,in,Other,water,surface,,
1,1.in,2,2.Other,10511,18/08/2014 0:11:13.8,1.03,0.88,-0.252,0.16,in,Other,water,surface,,
1,1.in,2,2.Other,10512,18/08/2014 0:11:13.9,1.03,0.78,0.048,0.428,in,Other,water,surface,,
1,1.in,2,2.Other,10513,18/08/2014 0:11:13.9,1.03,0.832,0.164,0.344,in,Other,water,surface,,
1,1.in,2,2.Other,10514,18/08/2014 0:11:14.0,1.03,0.836,0.36,0.26,in,Other,water,surface,,
1,1.in,2,2.Other,10515,18/08/2014 0:11:14.0,1.03,0.832,0.452,0.18,in,Other,water,surface,,
1,1.in,2,2.Other,10516,18/08/2014 0:11:14.1,1.06,0.924,0.54,0.344,in,Other,water,underwater,,
1,1.in,2,2.Other,10517,18/08/2014 0:11:14.1,1.06,0.984,0.672,0.312,in,Other,water,underwater,,
1,1.in,2,2.Other,10518,18/08/2014 0:11:14.2,1.06,0.748,0.836,0.3,in,Other,water,underwater,,
1,1.in,2,2.Other,10519,18/08/2014 0:11:14.2,1.06,0.696,0.776,0.628,in,Other,water,underwater,,
1,1.in,2,2.Other,10520,18/08/2014 0:11:14.3,1.06,0.568,0.392,0.428,in,Other,water,underwater,,
1,1.in,2,2.Other,10521,18/08/2014 0:11:14.3,1.06,0.428,0.38,0.832,in,Other,water,underwater,,
1,1.in,2,2.Other,10522,18/08/2014 0:11:14.4,1.06,0.204,0.304,0.928,in,Other,water,underwater,,
1,1.in,2,2.Other,10523,18/08/2014 0:11:14.4,1.06,0.432,0.268,0.84,in,Other,water,underwater,,
1,1.in,2,2.Other,10524,18/08/2014 0:11:14.5,1.06,0.284,0.216,0.96,in,Other,water,underwater,,
1,1.in,2,2.Other,10525,18/08/2014 0:11:14.5,1.06,0.068,0.072,0.944,in,Other,water,underwater,,
1,1.in,2,2.Other,10526,18/08/2014 0:11:14.6,1.06,0.204,-0.18,0.836,in,Other,water,underwater,,
1,1.in,2,2.Other,10527,18/08/2014 0:11:14.6,1.06,0.42,-0.352,0.748,in,Other,water,underwater,,
1,1.in,2,2.Other,10528,18/08/2014 0:11:14.7,1.06,0.676,-0.516,0.924,in,Other,water,underwater,,
1,1.in,2,2.Other,10529,18/08/2014 0:11:14.7,1.06,0.732,-0.76,0.792,in,Other,water,underwater,,
1,1.in,2,2.Other,10530,18/08/2014 0:11:14.8,1.06,0.76,-0.584,0.724,in,Other,water,underwater,,
1,1.in,2,2.Other,10531,18/08/2014 0:11:14.8,1.06,0.764,-0.324,0.72,in,Other,water,underwater,,
1,1.in,2,2.Other,10532,18/08/2014 0:11:14.9,1.03,0.752,-0.144,0.664,in,Other,water,surface,,
1,1.in,2,2.Other,10533,18/08/2014 0:11:14.9,1.06,0.624,0.012,0.568,in,Other,water,underwater,,
1,1.in,2,2.Other,10534,18/08/2014 0:11:15.0,1.03,0.552,0.104,0.528,in,Other,water,surface,,
1,1.in,2,2.Other,10535,18/08/2014 0:11:15.0,1.06,0.572,0.14,0.496,in,Other,water,underwater,,
1,1.in,2,2.Other,10536,18/08/2014 0:11:15.1,1.06,0.7,0.204,0.488,in,Other,water,underwater,,
1,1.in,2,2.Other,10537,18/08/2014 0:11:15.1,1.06,0.828,0.332,0.488,in,Other,water,underwater,,
1,1.in,2,2.Other,10538,18/08/2014 0:11:15.2,1.06,0.812,0.32,0.528,in,Other,water,underwater,,
1,1.in,2,2.Other,10539,18/08/2014 0:11:15.2,1.03,0.724,0.392,0.496,in,Other,water,surface,,
1,1.in,2,2.Other,10540,18/08/2014 0:11:15.3,1.06,0.684,0.436,0.588,in,Other,water,underwater,,
1,1.in,2,2.Other,10541,18/08/2014 0:11:15.3,1.06,0.676,0.52,0.576,in,Other,water,underwater,,
1,1.in,2,2.Other,10542,18/08/2014 0:11:15.4,1.06,0.672,0.484,0.752,in,Other,water,underwater,,
1,1.in,2,2.Other,10543,18/08/2014 0:11:15.4,1.03,0.624,0.052,0.696,in,Other,water,surface,,
1,1.in,2,2.Other,10544,18/08/2014 0:11:15.5,1.06,0.588,-0.068,0.744,in,Other,water,underwater,,
1,1.in,2,2.Other,10545,18/08/2014 0:11:15.5,1.03,0.58,-0.228,0.772,in,Other,water,surface,,
1,1.in,2,2.Other,10546,18/08/2014 0:11:15.6,1.06,0.512,-0.404,0.788,in,Other,water,underwater,,
1,1.in,2,2.Other,10547,18/08/2014 0:11:15.6,1.03,0.552,-0.48,0.712,in,Other,water,surface,,
1,1.in,2,2.Other,10548,18/08/2014 0:11:15.7,1.06,0.396,-0.496,0.836,in,Other,water,underwater,,
1,1.in,2,2.Other,10549,18/08/2014 0:11:15.7,1.03,0.26,-0.504,0.764,in,Other,water,surface,,
1,1.in,2,2.Other,10550,18/08/2014 0:11:15.8,1.03,0.276,-0.532,0.796,in,Other,water,surface,,
1,1.in,2,2.Other,10551,18/08/2014 0:11:15.8,1.06,0.392,-0.58,0.736,in,Other,water,underwater,,
1,1.in,2,2.Other,10552,18/08/2014 0:11:15.9,1.06,0.42,-0.572,0.688,in,Other,water,underwater,,
1,1.in,2,2.Other,10553,18/08/2014 0:11:16.0,1.06,0.432,-0.548,0.624,in,Other,water,underwater,,
1,1.in,2,2.Other,10554,18/08/2014 0:11:16.0,1.03,0.452,-0.368,0.7,in,Other,water,surface,,
1,1.in,2,2.Other,10555,18/08/2014 0:11:16.0,1.03,0.488,-0.328,0.756,in,Other,water,surface,,
1,1.in,2,2.Other,10556,18/08/2014 0:11:16.1,1.06,0.648,-0.296,0.696,in,Other,water,underwater,,
1,1.in,2,2.Other,10557,18/08/2014 0:11:16.1,1.03,0.816,-0.16,0.596,in,Other,water,surface,,
1,1.in,2,2.Other,10558,18/08/2014 0:11:16.2,1.03,0.8,-0.092,0.628,in,Other,water,surface,,
1,1.in,2,2.Other,10559,18/08/2014 0:11:16.2,1.03,0.788,-0.06,0.584,in,Other,water,surface,,
1,1.in,2,2.Other,10560,18/08/2014 0:11:16.3,1.06,0.836,0.068,0.536,in,Other,water,underwater,,
1,1.in,2,2.Other,10561,18/08/2014 0:11:16.3,1.03,0.772,0.124,0.624,in,Other,water,surface,,
1,1.in,2,2.Other,10562,18/08/2014 0:11:16.4,1.06,0.84,0.092,0.584,in,Other,water,underwater,,
1,1.in,2,2.Other,10563,18/08/2014 0:11:16.4,1.03,0.912,0.064,0.508,in,Other,water,surface,,
1,1.in,2,2.Other,10564,18/08/2014 0:11:16.5,1.06,0.856,0.116,0.516,in,Other,water,underwater,,
1,1.in,2,2.Other,10565,18/08/2014 0:11:16.5,1.06,0.824,0.16,0.612,in,Other,water,underwater,,
1,1.in,2,2.Other,10566,18/08/2014 0:11:16.6,1.03,0.832,-0.052,0.6,in,Other,water,surface,,
1,1.in,2,2.Other,10567,18/08/2014 0:11:16.6,1.06,0.86,-0.152,0.576,in,Other,water,underwater,,
1,1.in,2,2.Other,10568,18/08/2014 0:11:16.7,1.06,0.896,-0.128,0.572,in,Other,water,underwater,,
1,1.in,2,2.Other,10569,18/08/2014 0:11:16.7,1.06,0.816,-0.156,0.572,in,Other,water,underwater,,
1,1.in,2,2.Other,10570,18/08/2014 0:11:16.8,1.06,0.728,-0.236,0.572,in,Other,water,underwater,,
1,1.in,2,2.Other,10571,18/08/2014 0:11:16.8,1.03,0.628,-0.316,0.588,in,Other,water,surface,,
1,1.in,2,2.Other,10572,18/08/2014 0:11:16.9,1.06,0.58,-0.392,0.612,in,Other,water,underwater,,
1,1.in,2,2.Other,10573,18/08/2014 0:11:16.9,1.03,0.58,-0.424,0.624,in,Other,water,surface,,
1,1.in,2,2.Other,10574,18/08/2014 0:11:17.0,1.06,0.58,-0.44,0.632,in,Other,water,underwater,,
1,1.in,2,2.Other,10575,18/08/2014 0:11:17.0,1.06,0.56,-0.404,0.676,in,Other,water,underwater,,
1,1.in,2,2.Other,10576,18/08/2014 0:11:17.1,1.03,0.604,-0.372,0.632,in,Other,water,surface,,
1,1.in,2,2.Other,10577,18/08/2014 0:11:17.1,1.06,0.636,-0.364,0.644,in,Other,water,underwater,,
1,1.in,2,2.Other,10578,18/08/2014 0:11:17.2,1.06,0.652,-0.356,0.692,in,Other,water,underwater,,
1,1.in,2,2.Other,10579,18/08/2014 0:11:17.2,1.06,0.696,-0.36,0.688,in,Other,water,underwater,,
1,1.in,2,2.Other,10580,18/08/2014 0:11:17.3,1.06,0.696,-0.412,0.58,in,Other,water,underwater,,
1,1.in,2,2.Other,10581,18/08/2014 0:11:17.3,1.06,0.68,-0.396,0.336,in,Other,water,underwater,,
1,1.in,2,2.Other,10582,18/08/2014 0:11:17.4,1.06,0.82,-0.096,0.468,in,Other,water,underwater,,
1,1.in,2,2.Other,10583,18/08/2014 0:11:17.4,1.03,0.872,0.068,0.58,in,Other,water,surface,,
1,1.in,2,2.Other,10584,18/08/2014 0:11:17.5,1.06,0.856,0.06,0.536,in,Other,water,underwater,,
1,1.in,2,2.Other,10585,18/08/2014 0:11:17.5,1.06,0.9,0.028,0.488,in,Other,water,underwater,,
1,1.in,2,2.Other,10586,18/08/2014 0:11:17.6,1.06,0.828,0.016,0.468,in,Other,water,underwater,,
1,1.in,2,2.Other,10587,18/08/2014 0:11:17.6,1.06,0.816,-0.064,0.536,in,Other,water,underwater,,
1,1.in,2,2.Other,10588,18/08/2014 0:11:17.7,1.06,0.864,-0.116,0.444,in,Other,water,underwater,,
1,1.in,2,2.Other,10589,18/08/2014 0:11:17.7,1.06,0.74,-0.032,0.44,in,Other,water,underwater,,
1,1.in,2,2.Other,10590,18/08/2014 0:11:17.8,1.06,0.632,0.068,0.544,in,Other,water,underwater,,
1,1.in,2,2.Other,10591,18/08/2014 0:11:17.8,1.06,0.452,0.036,0.78,in,Other,water,underwater,,
1,1.in,2,2.Other,10592,18/08/2014 0:11:17.9,1.06,0.036,-0.368,0.884,in,Other,water,underwater,,
1,1.in,2,2.Other,10593,18/08/2014 0:11:17.9,1.06,-0.056,-0.484,1.004,in,Other,water,underwater,,
