number,behaviour_event,value,type_event,fps,time,depth,x,y,z,behaviour,type,location,place,raw,
1,1.still,10,10.Resting,6276,15/08/2014 0:43:51.6,0.84,-0.164,-0.076,0.92,still,Resting,water,surface,,
1,1.still,10,10.Resting,6277,15/08/2014 0:43:51.7,0.84,-0.16,-0.088,0.932,still,Resting,water,surface,,
1,1.still,10,10.Resting,6277,15/08/2014 0:43:51.7,0.84,-0.16,-0.092,0.936,still,Resting,water,surface,,
1,1.still,10,10.Resting,6278,15/08/2014 0:43:51.8,0.84,-0.172,-0.096,0.928,still,Resting,water,surface,,
1,1.still,10,10.Resting,6278,15/08/2014 0:43:51.8,0.84,-0.164,-0.088,0.928,still,Resting,water,surface,,
1,1.still,10,10.Resting,6279,15/08/2014 0:43:51.9,0.84,-0.152,-0.056,0.932,still,Resting,water,surface,,
1,1.still,10,10.Resting,6279,15/08/2014 0:43:51.9,0.84,-0.144,-0.064,0.948,still,Resting,water,surface,,
1,1.still,10,10.Resting,6280,15/08/2014 0:43:52.0,0.81,-0.12,-0.076,0.96,still,Resting,water,surface,,
1,1.still,10,10.Resting,6280,15/08/2014 0:43:52.0,0.84,-0.112,-0.064,0.964,still,Resting,water,surface,,
1,1.still,10,10.Resting,6281,15/08/2014 0:43:52.1,0.81,-0.096,-0.036,0.948,still,Resting,water,surface,,
1,1.still,10,10.Resting,6281,15/08/2014 0:43:52.1,0.84,-0.088,-0.024,0.956,still,Resting,water,surface,,
1,1.still,10,10.Resting,6282,15/08/2014 0:43:52.2,0.81,-0.044,-0.068,0.976,still,Resting,water,surface,,
1,1.still,10,10.Resting,6282,15/08/2014 0:43:52.2,0.81,0.024,-0.04,0.924,still,Resting,water,surface,,
1,1.still,10,10.Resting,6283,15/08/2014 0:43:52.3,0.81,0.02,-0.036,0.952,still,Resting,water,surface,,
1,1.still,10,10.Resting,6283,15/08/2014 0:43:52.3,0.78,0.032,-0.068,0.936,still,Resting,water,surface,,
1,1.still,10,10.Resting,6284,15/08/2014 0:43:52.4,0.78,0.052,-0.04,0.96,still,Resting,water,surface,,
1,1.still,10,10.Resting,6284,15/08/2014 0:43:52.4,0.78,0.052,-0.02,0.932,still,Resting,water,surface,,
1,1.still,10,10.Resting,6285,15/08/2014 0:43:52.5,0.78,0.028,-0.004,0.94,still,Resting,water,surface,,
1,1.still,10,10.Resting,6285,15/08/2014 0:43:52.5,0.78,-0.024,0.08,0.952,still,Resting,water,surface,,
1,1.still,10,10.Resting,6286,15/08/2014 0:43:52.6,0.81,-0.008,0.216,1.032,still,Resting,water,surface,,
1,1.still,10,10.Resting,6286,15/08/2014 0:43:52.6,0.78,-0.004,0.132,0.96,still,Resting,water,surface,,
1,1.still,10,10.Resting,6287,15/08/2014 0:43:52.7,0.75,0.012,0.128,0.94,still,Resting,water,surface,,
1,1.still,10,10.Resting,6287,15/08/2014 0:43:52.7,0.75,0.04,-0.096,0.9,still,Resting,water,surface,,
1,1.still,10,10.Resting,6288,15/08/2014 0:43:52.8,0.78,-0.044,0.052,0.892,still,Resting,water,surface,,
1,1.still,10,10.Resting,6288,15/08/2014 0:43:52.8,0.78,-0.044,0.048,0.904,still,Resting,water,surface,,
1,1.still,10,10.Resting,6289,15/08/2014 0:43:52.9,0.81,-0.02,0.128,0.844,still,Resting,water,surface,,
1,1.still,10,10.Resting,6289,15/08/2014 0:43:52.9,0.81,0,0.204,0.808,still,Resting,water,surface,,
1,1.still,10,10.Resting,6290,15/08/2014 0:43:53.0,0.81,0.02,0.332,0.704,still,Resting,water,surface,,
1,1.still,10,10.Resting,6290,15/08/2014 0:43:53.0,0.84,0.004,0.584,0.568,still,Resting,water,surface,,
1,1.still,10,10.Resting,6291,15/08/2014 0:43:53.1,0.84,-0.072,0.772,0.444,still,Resting,water,surface,,
1,1.still,10,10.Resting,6291,15/08/2014 0:43:53.1,0.9,-0.092,0.888,0.32,still,Resting,water,surface,,
1,1.swimming,11,11.Travelling,6292,15/08/2014 0:43:53.2,0.9,-0.092,0.944,0.192,swimming,Travelling,water,surface,swimming,
1,1.swimming,11,11.Travelling,6292,15/08/2014 0:43:53.2,0.93,-0.112,0.988,0.1,swimming,Travelling,water,surface,,
1,1.swimming,11,11.Travelling,6293,15/08/2014 0:43:53.3,0.96,-0.108,1.032,-0.004,swimming,Travelling,water,surface,,
1,1.swimming,11,11.Travelling,6293,15/08/2014 0:43:53.3,0.96,-0.108,1.092,-0.068,swimming,Travelling,water,surface,,
1,1.swimming,11,11.Travelling,6294,15/08/2014 0:43:53.4,0.96,-0.14,1.056,-0.128,swimming,Travelling,water,surface,,
1,1.swimming,11,11.Travelling,6294,15/08/2014 0:43:53.4,1,-0.144,0.972,-0.164,swimming,Travelling,water,surface,,
1,1.swimming,11,11.Travelling,6295,15/08/2014 0:43:53.5,1,-0.128,0.984,-0.196,swimming,Travelling,water,surface,,
1,1.swimming,11,11.Travelling,6295,15/08/2014 0:43:53.5,1.03,-0.104,0.988,-0.236,swimming,Travelling,water,surface,,
1,1.swimming,11,11.Travelling,6296,15/08/2014 0:43:53.6,1.06,-0.084,1.008,-0.312,swimming,Travelling,water,underwater,,
1,1.swimming,11,11.Travelling,6296,15/08/2014 0:43:53.7,1.06,-0.1,1.024,-0.408,swimming,Travelling,water,underwater,,
1,1.swimming,11,11.Travelling,6297,15/08/2014 0:43:53.7,1.09,-0.128,1.032,-0.488,swimming,Travelling,water,underwater,,
1,1.swimming,11,11.Travelling,6297,15/08/2014 0:43:53.7,1.09,-0.14,1.016,-0.56,swimming,Travelling,water,underwater,,
1,1.swimming,11,11.Travelling,6298,15/08/2014 0:43:53.8,1.09,-0.168,0.976,-0.612,swimming,Travelling,water,underwater,,
1,1.swimming,11,11.Travelling,6298,15/08/2014 0:43:53.8,1.12,-0.176,0.944,-0.624,swimming,Travelling,water,underwater,,
1,1.swimming,11,11.Travelling,6299,15/08/2014 0:43:53.9,1.12,-0.204,0.916,-0.668,swimming,Travelling,water,underwater,,
1,1.swimming,11,11.Travelling,6299,15/08/2014 0:43:53.9,1.12,-0.128,0.944,-0.68,swimming,Travelling,water,underwater,,
1,1.swimming,11,11.Travelling,6300,15/08/2014 0:43:54.0,1.12,-0.088,0.896,-0.684,swimming,Travelling,water,underwater,,
1,1.swimming,11,11.Travelling,6300,15/08/2014 0:43:54.0,1.12,-0.076,0.884,-0.704,swimming,Travelling,water,underwater,,
1,1.swimming,11,11.Travelling,6301,15/08/2014 0:43:54.1,1.12,-0.08,0.884,-0.684,swimming,Travelling,water,underwater,,
1,1.swimming,11,11.Travelling,6301,15/08/2014 0:43:54.1,1.12,-0.108,0.908,-0.676,swimming,Travelling,water,underwater,,
1,1.swimming,11,11.Travelling,6302,15/08/2014 0:43:54.2,1.12,-0.092,0.896,-0.656,swimming,Travelling,water,underwater,,
1,1.swimming,11,11.Travelling,6302,15/08/2014 0:43:54.2,1.09,-0.104,0.924,-0.648,swimming,Travelling,water,underwater,,
1,1.swimming,11,11.Travelling,6303,15/08/2014 0:43:54.3,1.09,-0.12,0.92,-0.7,swimming,Travelling,water,underwater,,
1,1.swimming,11,11.Travelling,6303,15/08/2014 0:43:54.4,1.09,-0.096,0.924,-0.696,swimming,Travelling,water,underwater,,
1,1.swimming,11,11.Travelling,6304,15/08/2014 0:43:54.4,1.09,-0.06,0.84,-0.692,swimming,Travelling,water,underwater,,
1,1.swimming,11,11.Travelling,6304,15/08/2014 0:43:54.4,1.06,-0.028,0.804,-0.664,swimming,Travelling,water,underwater,,
1,1.swimming,11,11.Travelling,6305,15/08/2014 0:43:54.5,1.06,-0.024,0.808,-0.584,swimming,Travelling,water,underwater,,
1,1.swimming,11,11.Travelling,6305,15/08/2014 0:43:54.5,1.03,0.044,0.856,-0.56,swimming,Travelling,water,surface,,
1,1.swimming,11,11.Travelling,6306,15/08/2014 0:43:54.6,1.03,0.124,0.876,-0.536,swimming,Travelling,water,surface,,
1,1.swimming,11,11.Travelling,6306,15/08/2014 0:43:54.6,1.03,0.188,0.856,-0.492,swimming,Travelling,water,surface,,
1,1.swimming,11,11.Travelling,6307,15/08/2014 0:43:54.7,1.03,0.216,0.888,-0.416,swimming,Travelling,water,surface,,
1,1.swimming,11,11.Travelling,6307,15/08/2014 0:43:54.7,1,0.244,0.928,-0.352,swimming,Travelling,water,surface,,
1,1.swimming,11,11.Travelling,6308,15/08/2014 0:43:54.8,1,0.304,0.92,-0.308,swimming,Travelling,water,surface,,
1,1.swimming,11,11.Travelling,6308,15/08/2014 0:43:54.8,1,0.36,0.852,-0.28,swimming,Travelling,water,surface,,
1,1.swimming,11,11.Travelling,6309,15/08/2014 0:43:54.9,1,0.412,0.736,-0.196,swimming,Travelling,water,surface,,
1,1.swimming,11,11.Travelling,6309,15/08/2014 0:43:54.9,1,0.476,0.64,-0.116,swimming,Travelling,water,surface,,
1,1.swimming,11,11.Travelling,6310,15/08/2014 0:43:55.0,1,0.532,0.588,-0.036,swimming,Travelling,water,surface,,
1,1.swimming,11,11.Travelling,6310,15/08/2014 0:43:55.0,1.03,0.564,0.568,0.02,swimming,Travelling,water,surface,,
1,1.swimming,11,11.Travelling,6311,15/08/2014 0:43:55.1,1.03,0.66,0.528,0.04,swimming,Travelling,water,surface,,
1,1.swimming,11,11.Travelling,6311,15/08/2014 0:43:55.1,1.06,0.7,0.56,0.136,swimming,Travelling,water,underwater,,
1,1.swimming,11,11.Travelling,6312,15/08/2014 0:43:55.2,1.06,0.808,0.444,0.12,swimming,Travelling,water,underwater,,
1,1.swimming,11,11.Travelling,6312,15/08/2014 0:43:55.2,1.09,0.82,0.36,0.164,swimming,Travelling,water,underwater,,
1,1.swimming,11,11.Travelling,6313,15/08/2014 0:43:55.3,1.12,0.852,0.232,0.156,swimming,Travelling,water,underwater,,
1,1.swimming,11,11.Travelling,6313,15/08/2014 0:43:55.3,1.15,0.948,0.204,0.172,swimming,Travelling,water,underwater,,
1,1.swimming,11,11.Travelling,6314,15/08/2014 0:43:55.4,1.18,0.964,0.312,0.2,swimming,Travelling,water,underwater,,
1,1.swimming,11,11.Travelling,6314,15/08/2014 0:43:55.4,1.21,0.888,0.416,0.14,swimming,Travelling,water,underwater,,
1,1.swimming,11,11.Travelling,6315,15/08/2014 0:43:55.5,1.28,0.872,0.528,0.136,swimming,Travelling,water,underwater,,
1,1.swimming,11,11.Travelling,6315,15/08/2014 0:43:55.5,1.34,0.892,0.556,0.144,swimming,Travelling,water,underwater,,
1,1.swimming,11,11.Travelling,6316,15/08/2014 0:43:55.6,1.37,0.944,0.524,0.056,swimming,Travelling,water,underwater,,
1,1.swimming,11,11.Travelling,6316,15/08/2014 0:43:55.6,1.37,0.972,0.596,0.052,swimming,Travelling,water,underwater,,
1,1.swimming,11,11.Travelling,6317,15/08/2014 0:43:55.7,1.4,1,0.624,0.048,swimming,Travelling,water,underwater,,
1,1.swimming,11,11.Travelling,6317,15/08/2014 0:43:55.7,1.43,1,0.608,0.016,swimming,Travelling,water,underwater,,
1,1.swimming,11,11.Travelling,6318,15/08/2014 0:43:55.8,1.43,0.972,0.54,0.008,swimming,Travelling,water,underwater,,
1,1.swimming,11,11.Travelling,6318,15/08/2014 0:43:55.9,1.46,0.956,0.472,0.048,swimming,Travelling,water,underwater,,
1,1.swimming,11,11.Travelling,6319,15/08/2014 0:43:55.9,1.5,0.924,0.472,0.14,swimming,Travelling,water,underwater,,
1,1.swimming,11,11.Travelling,6319,15/08/2014 0:43:55.9,1.53,0.908,0.444,0.212,swimming,Travelling,water,underwater,,
1,1.swimming,11,11.Travelling,6320,15/08/2014 0:43:56.0,1.53,0.908,0.368,0.232,swimming,Travelling,water,underwater,,
1,1.swimming,11,11.Travelling,6320,15/08/2014 0:43:56.0,1.56,0.868,0.296,0.336,swimming,Travelling,water,underwater,,
1,1.swimming,11,11.Travelling,6321,15/08/2014 0:43:56.1,1.56,0.912,0.252,0.264,swimming,Travelling,water,underwater,,
1,1.swimming,11,11.Travelling,6321,15/08/2014 0:43:56.1,1.56,1.02,0.072,0.18,swimming,Travelling,water,underwater,,
1,1.swimming,11,11.Travelling,6322,15/08/2014 0:43:56.2,1.56,1.032,0.132,0.236,swimming,Travelling,water,underwater,,
1,1.swimming,11,11.Travelling,6322,15/08/2014 0:43:56.2,1.59,1.012,0.108,0.308,swimming,Travelling,water,underwater,,
1,1.swimming,11,11.Travelling,6323,15/08/2014 0:43:56.3,1.62,0.988,0.208,0.396,swimming,Travelling,water,underwater,,
1,1.swimming,11,11.Travelling,6323,15/08/2014 0:43:56.3,1.62,0.98,0.26,0.34,swimming,Travelling,water,underwater,,
1,1.swimming,11,11.Travelling,6324,15/08/2014 0:43:56.4,1.62,0.936,0.3,0.36,swimming,Travelling,water,underwater,,
1,1.swimming,11,11.Travelling,6324,15/08/2014 0:43:56.4,1.62,0.92,0.288,0.344,swimming,Travelling,water,underwater,,
1,1.swimming,11,11.Travelling,6325,15/08/2014 0:43:56.5,1.62,0.904,0.308,0.3,swimming,Travelling,water,underwater,,
1,1.swimming,11,11.Travelling,6325,15/08/2014 0:43:56.6,1.65,0.892,0.356,0.328,swimming,Travelling,water,underwater,,
1,1.swimming,11,11.Travelling,6326,15/08/2014 0:43:56.6,1.65,0.892,0.3,0.368,swimming,Travelling,water,underwater,,
1,1.swimming,11,11.Travelling,6326,15/08/2014 0:43:56.6,1.65,0.928,0.268,0.396,swimming,Travelling,water,underwater,,
1,1.swimming,11,11.Travelling,6327,15/08/2014 0:43:56.7,1.68,0.932,0.248,0.412,swimming,Travelling,water,underwater,,
1,1.swimming,11,11.Travelling,6327,15/08/2014 0:43:56.7,1.68,0.924,0.288,0.428,swimming,Travelling,water,underwater,,
1,1.swimming,11,11.Travelling,6328,15/08/2014 0:43:56.8,1.68,0.868,0.328,0.444,swimming,Travelling,water,underwater,,
1,1.swimming,11,11.Travelling,6328,15/08/2014 0:43:56.8,1.71,0.812,0.356,0.472,swimming,Travelling,water,underwater,,
1,1.swimming,11,11.Travelling,6329,15/08/2014 0:43:56.9,1.71,0.788,0.364,0.48,swimming,Travelling,water,underwater,,
1,1.swimming,11,11.Travelling,6329,15/08/2014 0:43:56.9,1.71,0.768,0.404,0.508,swimming,Travelling,water,underwater,,
1,1.swimming,11,11.Travelling,6330,15/08/2014 0:43:57.0,1.75,0.752,0.456,0.544,swimming,Travelling,water,underwater,,
1,1.swimming,11,11.Travelling,6330,15/08/2014 0:43:57.0,1.75,0.748,0.48,0.548,swimming,Travelling,water,underwater,,
1,1.swimming,11,11.Travelling,6331,15/08/2014 0:43:57.1,1.75,0.732,0.488,0.564,swimming,Travelling,water,underwater,,
1,1.swimming,11,11.Travelling,6331,15/08/2014 0:43:57.1,1.75,0.712,0.5,0.572,swimming,Travelling,water,underwater,,
1,1.swimming,11,11.Travelling,6332,15/08/2014 0:43:57.2,1.75,0.672,0.5,0.572,swimming,Travelling,water,underwater,,
1,1.swimming,11,11.Travelling,6332,15/08/2014 0:43:57.2,1.75,0.64,0.528,0.6,swimming,Travelling,water,underwater,,
1,1.swimming,11,11.Travelling,6333,15/08/2014 0:43:57.3,1.75,0.612,0.556,0.632,swimming,Travelling,water,underwater,,
1,1.swimming,11,11.Travelling,6333,15/08/2014 0:43:57.3,1.75,0.588,0.572,0.636,swimming,Travelling,water,underwater,,
1,1.swimming,11,11.Travelling,6334,15/08/2014 0:43:57.4,1.75,0.556,0.556,0.652,swimming,Travelling,water,underwater,,
1,1.swimming,11,11.Travelling,6334,15/08/2014 0:43:57.4,1.75,0.524,0.54,0.672,swimming,Travelling,water,underwater,,
1,1.swimming,11,11.Travelling,6335,15/08/2014 0:43:57.5,1.75,0.48,0.536,0.688,swimming,Travelling,water,underwater,,
1,1.swimming,11,11.Travelling,6335,15/08/2014 0:43:57.5,1.71,0.44,0.532,0.72,swimming,Travelling,water,underwater,,
1,1.swimming,11,11.Travelling,6336,15/08/2014 0:43:57.6,1.71,0.404,0.516,0.736,swimming,Travelling,water,underwater,,
1,1.swimming,11,11.Travelling,6336,15/08/2014 0:43:57.6,1.71,0.388,0.5,0.764,swimming,Travelling,water,underwater,,
1,1.swimming,11,11.Travelling,6337,15/08/2014 0:43:57.7,1.71,0.352,0.484,0.8,swimming,Travelling,water,underwater,,
1,1.swimming,11,11.Travelling,6337,15/08/2014 0:43:57.7,1.71,0.296,0.464,0.832,swimming,Travelling,water,underwater,,
1,1.swimming,11,11.Travelling,6338,15/08/2014 0:43:57.8,1.71,0.24,0.452,0.848,swimming,Travelling,water,underwater,,
1,1.swimming,11,11.Travelling,6338,15/08/2014 0:43:57.8,1.71,0.204,0.432,0.872,swimming,Travelling,water,underwater,,
1,1.swimming,11,11.Travelling,6339,15/08/2014 0:43:57.9,1.71,0.18,0.404,0.896,swimming,Travelling,water,underwater,,
1,1.swimming,11,11.Travelling,6339,15/08/2014 0:43:57.9,1.71,0.168,0.356,0.912,swimming,Travelling,water,underwater,,
1,1.swimming,11,11.Travelling,6340,15/08/2014 0:43:58.0,1.68,0.152,0.348,0.92,swimming,Travelling,water,underwater,,
1,1.swimming,11,11.Travelling,6340,15/08/2014 0:43:58.0,1.68,0.156,0.316,0.904,swimming,Travelling,water,underwater,,
1,1.swimming,11,11.Travelling,6341,15/08/2014 0:43:58.1,1.68,0.16,0.272,0.928,swimming,Travelling,water,underwater,,
1,1.swimming,11,11.Travelling,6341,15/08/2014 0:43:58.1,1.68,0.164,0.208,0.932,swimming,Travelling,water,underwater,,
1,1.swimming,11,11.Travelling,6342,15/08/2014 0:43:58.2,1.68,0.172,0.16,0.932,swimming,Travelling,water,underwater,,
1,1.swimming,11,11.Travelling,6342,15/08/2014 0:43:58.2,1.65,0.172,0.148,0.932,swimming,Travelling,water,underwater,,
1,1.swimming,11,11.Travelling,6343,15/08/2014 0:43:58.3,1.65,0.152,0.192,0.94,swimming,Travelling,water,underwater,,
1,1.swimming,11,11.Travelling,6343,15/08/2014 0:43:58.3,1.65,0.156,0.164,0.924,swimming,Travelling,water,underwater,,
1,1.swimming,11,11.Travelling,6344,15/08/2014 0:43:58.4,1.65,0.12,0.156,0.932,swimming,Travelling,water,underwater,,
1,1.swimming,11,11.Travelling,6344,15/08/2014 0:43:58.4,1.62,0.084,0.164,0.932,swimming,Travelling,water,underwater,,
1,1.swimming,11,11.Travelling,6345,15/08/2014 0:43:58.5,1.62,0.048,0.168,0.96,swimming,Travelling,water,underwater,,
1,1.swimming,11,11.Travelling,6345,15/08/2014 0:43:58.5,1.62,0.02,0.16,0.944,swimming,Travelling,water,underwater,,
1,1.swimming,11,11.Travelling,6346,15/08/2014 0:43:58.6,1.62,0.008,0.152,0.936,swimming,Travelling,water,underwater,,
1,1.swimming,11,11.Travelling,6346,15/08/2014 0:43:58.6,1.59,-0.008,0.168,0.904,swimming,Travelling,water,underwater,,
1,1.swimming,11,11.Travelling,6347,15/08/2014 0:43:58.7,1.62,-0.032,0.212,0.88,swimming,Travelling,water,underwater,,
1,1.swimming,11,11.Travelling,6347,15/08/2014 0:43:58.8,1.62,-0.024,0.24,0.908,swimming,Travelling,water,underwater,,
1,1.swimming,11,11.Travelling,6348,15/08/2014 0:43:58.8,1.59,0.004,0.14,0.94,swimming,Travelling,water,underwater,,
1,1.swimming,11,11.Travelling,6348,15/08/2014 0:43:58.8,1.59,0.024,0.128,0.912,swimming,Travelling,water,underwater,,
1,1.swimming,11,11.Travelling,6349,15/08/2014 0:43:58.9,1.59,0.016,0.2,0.9,swimming,Travelling,water,underwater,,
1,1.swimming,11,11.Travelling,6349,15/08/2014 0:43:58.9,1.62,0.012,0.34,0.916,swimming,Travelling,water,underwater,,
1,1.swimming,11,11.Travelling,6350,15/08/2014 0:43:59.0,1.59,-0.016,0.464,0.888,swimming,Travelling,water,underwater,,
1,1.swimming,11,11.Travelling,6350,15/08/2014 0:43:59.0,1.59,-0.048,0.492,0.884,swimming,Travelling,water,underwater,,
1,1.swimming,11,11.Travelling,6351,15/08/2014 0:43:59.1,1.62,-0.044,0.44,0.912,swimming,Travelling,water,underwater,,
1,1.swimming,11,11.Travelling,6351,15/08/2014 0:43:59.1,1.59,-0.072,0.416,0.896,swimming,Travelling,water,underwater,,
1,1.swimming,11,11.Travelling,6352,15/08/2014 0:43:59.2,1.59,-0.104,0.4,0.872,swimming,Travelling,water,underwater,,
1,1.swimming,11,11.Travelling,6352,15/08/2014 0:43:59.2,1.56,-0.184,0.468,0.852,swimming,Travelling,water,underwater,,
1,1.swimming,11,11.Travelling,6353,15/08/2014 0:43:59.3,1.59,-0.224,0.52,0.816,swimming,Travelling,water,underwater,,
1,1.swimming,11,11.Travelling,6353,15/08/2014 0:43:59.3,1.56,-0.244,0.548,0.812,swimming,Travelling,water,underwater,,
1,1.swimming,11,11.Travelling,6354,15/08/2014 0:43:59.4,1.56,-0.248,0.516,0.804,swimming,Travelling,water,underwater,,
1,1.swimming,11,11.Travelling,6354,15/08/2014 0:43:59.5,1.56,-0.264,0.516,0.804,swimming,Travelling,water,underwater,,
1,1.swimming,11,11.Travelling,6355,15/08/2014 0:43:59.5,1.56,-0.272,0.516,0.828,swimming,Travelling,water,underwater,,
1,1.swimming,11,11.Travelling,6355,15/08/2014 0:43:59.5,1.56,-0.288,0.52,0.816,swimming,Travelling,water,underwater,,
1,1.swimming,11,11.Travelling,6356,15/08/2014 0:43:59.6,1.56,-0.28,0.48,0.816,swimming,Travelling,water,underwater,,
1,1.swimming,11,11.Travelling,6356,15/08/2014 0:43:59.6,1.56,-0.28,0.444,0.808,swimming,Travelling,water,underwater,,
1,1.swimming,11,11.Travelling,6357,15/08/2014 0:43:59.7,1.56,-0.276,0.452,0.784,swimming,Travelling,water,underwater,,
1,1.swimming,11,11.Travelling,6357,15/08/2014 0:43:59.7,1.53,-0.22,0.468,0.808,swimming,Travelling,water,underwater,,
1,1.swimming,11,11.Travelling,6358,15/08/2014 0:43:59.8,1.53,-0.188,0.512,0.804,swimming,Travelling,water,underwater,,
1,1.swimming,11,11.Travelling,6358,15/08/2014 0:43:59.8,1.5,-0.192,0.512,0.788,swimming,Travelling,water,underwater,,
1,1.swimming,11,11.Travelling,6359,15/08/2014 0:43:59.9,1.5,-0.208,0.468,0.784,swimming,Travelling,water,underwater,,
1,1.swimming,11,11.Travelling,6359,15/08/2014 0:43:59.9,1.5,-0.204,0.48,0.772,swimming,Travelling,water,underwater,,
1,1.swimming,11,11.Travelling,6360,15/08/2014 0:44:00.0,1.5,-0.196,0.5,0.776,swimming,Travelling,water,underwater,,
1,1.swimming,11,11.Travelling,6360,15/08/2014 0:44:00.0,1.5,-0.188,0.556,0.784,swimming,Travelling,water,underwater,,
1,1.swimming,11,11.Travelling,6361,15/08/2014 0:44:00.1,1.5,-0.204,0.612,0.756,swimming,Travelling,water,underwater,,
1,1.swimming,11,11.Travelling,6361,15/08/2014 0:44:00.1,1.5,-0.208,0.652,0.748,swimming,Travelling,water,underwater,,
1,1.swimming,11,11.Travelling,6362,15/08/2014 0:44:00.2,1.5,-0.212,0.68,0.752,swimming,Travelling,water,underwater,,
1,1.swimming,11,11.Travelling,6362,15/08/2014 0:44:00.2,1.46,-0.228,0.66,0.752,swimming,Travelling,water,underwater,,
1,1.swimming,11,11.Travelling,6363,15/08/2014 0:44:00.3,1.46,-0.24,0.632,0.756,swimming,Travelling,water,underwater,,
1,1.swimming,11,11.Travelling,6363,15/08/2014 0:44:00.3,1.46,-0.264,0.6,0.76,swimming,Travelling,water,underwater,,
1,1.swimming,11,11.Travelling,6364,15/08/2014 0:44:00.4,1.43,-0.28,0.576,0.748,swimming,Travelling,water,underwater,,
1,1.swimming,11,11.Travelling,6364,15/08/2014 0:44:00.4,1.43,-0.28,0.592,0.744,swimming,Travelling,water,underwater,,
1,1.swimming,11,11.Travelling,6365,15/08/2014 0:44:00.5,1.43,-0.3,0.596,0.728,swimming,Travelling,water,underwater,,
1,1.swimming,11,11.Travelling,6365,15/08/2014 0:44:00.5,1.4,-0.28,0.596,0.736,swimming,Travelling,water,underwater,,
1,1.swimming,11,11.Travelling,6366,15/08/2014 0:44:00.6,1.4,-0.256,0.588,0.752,swimming,Travelling,water,underwater,,
1,1.swimming,11,11.Travelling,6366,15/08/2014 0:44:00.6,1.4,-0.216,0.568,0.756,swimming,Travelling,water,underwater,,
1,1.swimming,11,11.Travelling,6367,15/08/2014 0:44:00.7,1.37,-0.184,0.552,0.78,swimming,Travelling,water,underwater,,
1,1.swimming,11,11.Travelling,6367,15/08/2014 0:44:00.7,1.37,-0.184,0.568,0.792,swimming,Travelling,water,underwater,,
1,1.swimming,11,11.Travelling,6368,15/08/2014 0:44:00.8,1.34,-0.204,0.576,0.784,swimming,Travelling,water,underwater,,
1,1.swimming,11,11.Travelling,6368,15/08/2014 0:44:00.8,1.34,-0.2,0.564,0.788,swimming,Travelling,water,underwater,,
1,1.swimming,11,11.Travelling,6369,15/08/2014 0:44:00.9,1.31,-0.184,0.536,0.796,swimming,Travelling,water,underwater,,
1,1.swimming,11,11.Travelling,6369,15/08/2014 0:44:01.0,1.31,-0.184,0.512,0.808,swimming,Travelling,water,underwater,,
1,1.swimming,11,11.Travelling,6370,15/08/2014 0:44:01.0,1.31,-0.188,0.492,0.824,swimming,Travelling,water,underwater,,
1,1.swimming,11,11.Travelling,6370,15/08/2014 0:44:01.0,1.31,-0.176,0.472,0.82,swimming,Travelling,water,underwater,,
1,1.swimming,11,11.Travelling,6371,15/08/2014 0:44:01.1,1.28,-0.172,0.46,0.832,swimming,Travelling,water,underwater,,
1,1.swimming,11,11.Travelling,6371,15/08/2014 0:44:01.1,1.25,-0.16,0.44,0.836,swimming,Travelling,water,underwater,,
1,1.swimming,11,11.Travelling,6372,15/08/2014 0:44:01.2,1.25,-0.136,0.428,0.86,swimming,Travelling,water,underwater,,
1,1.swimming,11,11.Travelling,6372,15/08/2014 0:44:01.2,1.25,-0.136,0.416,0.864,swimming,Travelling,water,underwater,,
1,1.swimming,11,11.Travelling,6373,15/08/2014 0:44:01.3,1.25,-0.128,0.412,0.888,swimming,Travelling,water,underwater,,
1,1.swimming,11,11.Travelling,6373,15/08/2014 0:44:01.3,1.21,-0.116,0.38,0.904,swimming,Travelling,water,underwater,,
1,1.swimming,11,11.Travelling,6374,15/08/2014 0:44:01.4,1.21,-0.08,0.356,0.912,swimming,Travelling,water,underwater,,
1,1.swimming,11,11.Travelling,6374,15/08/2014 0:44:01.4,1.21,-0.048,0.296,0.912,swimming,Travelling,water,underwater,,
1,1.swimming,11,11.Travelling,6375,15/08/2014 0:44:01.5,1.18,-0.028,0.26,0.92,swimming,Travelling,water,underwater,,
1,1.swimming,11,11.Travelling,6375,15/08/2014 0:44:01.5,1.18,-0.012,0.196,0.928,swimming,Travelling,water,underwater,,
1,1.swimming,11,11.Travelling,6376,15/08/2014 0:44:01.6,1.15,-0.004,0.156,0.928,swimming,Travelling,water,underwater,,
1,1.swimming,11,11.Travelling,6376,15/08/2014 0:44:01.7,1.15,-0.008,0.056,0.936,swimming,Travelling,water,underwater,,
1,1.swimming,11,11.Travelling,6377,15/08/2014 0:44:01.7,1.12,-0.024,-0.068,0.916,swimming,Travelling,water,underwater,,
1,1.swimming,11,11.Travelling,6377,15/08/2014 0:44:01.7,1.12,-0.056,-0.128,0.908,swimming,Travelling,water,underwater,,
1,1.swimming,11,11.Travelling,6378,15/08/2014 0:44:01.8,1.12,-0.076,-0.208,0.884,swimming,Travelling,water,underwater,,
1,1.swimming,11,11.Travelling,6378,15/08/2014 0:44:01.8,1.12,-0.096,-0.308,0.872,swimming,Travelling,water,underwater,,
1,1.swimming,11,11.Travelling,6379,15/08/2014 0:44:01.9,1.09,-0.124,-0.348,0.836,swimming,Travelling,water,underwater,,
