"time","id","x","y","z","depth","number","behaviour_event","value","type_event","fps","behaviour","type","location","place","raw","date"
"2016-08-16 16:33:19.789",1,0.62,0.996,0.444,3.56,1,"1.slow",1,"1.Travelling","00:00:00.04","slow","Travelling","water","underwater","slow",2016-08-16 16:33:19.789
"2016-08-16 16:33:19.842",1,0.388,0.952,0.392,3.545,1,"1.slow",1,"1.Travelling","00:00:00.00","slow","Travelling","water","underwater","",2016-08-16 16:33:19.842
"2016-08-16 16:33:19.894",1,0.202,1.01,0.304,3.545,1,"1.slow",1,"1.Travelling","35159","slow","Travelling","water","underwater","",2016-08-16 16:33:19.894
"2016-08-16 16:33:19.947",1,0.04,1.018,0.186,3.495,1,"1.slow",1,"1.Travelling","35160","slow","Travelling","water","underwater","",2016-08-16 16:33:19.947
"2016-08-16 16:33:19.999",1,0.07,1.04,0.138,3.48,1,"1.slow",1,"1.Travelling","35161","slow","Travelling","water","underwater","",2016-08-16 16:33:19.999
"2016-08-16 16:33:20.052",1,0.212,1.02,0.4,3.48,1,"1.slow",1,"1.Travelling","35163","slow","Travelling","water","underwater","",2016-08-16 16:33:20.052
"2016-08-16 16:33:20.104",1,0.234,0.912,0.456,3.5,1,"1.slow",1,"1.Travelling","35164","slow","Travelling","water","underwater","",2016-08-16 16:33:20.104
"2016-08-16 16:33:20.157",1,0.246,0.802,0.53,3.515,1,"1.slow",1,"1.Travelling","35165","slow","Travelling","water","underwater","",2016-08-16 16:33:20.157
"2016-08-16 16:33:20.209",1,0.204,0.796,0.564,3.545,1,"1.slow",1,"1.Travelling","35166","slow","Travelling","water","underwater","",2016-08-16 16:33:20.209
"2016-08-16 16:33:20.262",1,0.12,0.854,0.612,3.495,1,"1.slow",1,"1.Travelling","35168","slow","Travelling","water","underwater","",2016-08-16 16:33:20.262
"2016-08-16 16:33:20.313",1,-0.014,0.876,0.554,3.43,1,"1.slow",1,"1.Travelling","35169","slow","Travelling","water","underwater","",2016-08-16 16:33:20.313
"2016-08-16 16:33:20.367",1,-0.086,0.858,0.58,3.355,1,"1.slow",1,"1.Travelling","35170","slow","Travelling","water","underwater","",2016-08-16 16:33:20.367
"2016-08-16 16:33:20.418",1,0.022,0.744,0.62,3.34,1,"1.slow",1,"1.Travelling","35171","slow","Travelling","water","underwater","",2016-08-16 16:33:20.418
"2016-08-16 16:33:20.471",1,0.078,0.638,0.676,3.325,1,"1.slow",1,"1.Travelling","35173","slow","Travelling","water","underwater","",2016-08-16 16:33:20.471
"2016-08-16 16:33:20.523",1,0.054,0.638,0.692,3.325,1,"1.slow",1,"1.Travelling","35174","slow","Travelling","water","underwater","",2016-08-16 16:33:20.523
"2016-08-16 16:33:20.576",1,0.078,0.62,0.598,3.295,1,"1.slow",1,"1.Travelling","35175","slow","Travelling","water","underwater","",2016-08-16 16:33:20.576
"2016-08-16 16:33:20.628",1,0.122,0.644,0.624,3.295,1,"1.slow",1,"1.Travelling","35176","slow","Travelling","water","underwater","",2016-08-16 16:33:20.628
"2016-08-16 16:33:20.681",1,0.178,0.558,0.724,3.295,1,"1.slow",1,"1.Travelling","35178","slow","Travelling","water","underwater","",2016-08-16 16:33:20.681
"2016-08-16 16:33:20.733",1,0.112,0.522,0.686,3.295,1,"1.slow",1,"1.Travelling","35179","slow","Travelling","water","underwater","",2016-08-16 16:33:20.733
"2016-08-16 16:33:20.786",1,0.238,0.522,0.744,3.295,1,"1.slow",1,"1.Travelling","35180","slow","Travelling","water","underwater","",2016-08-16 16:33:20.786
"2016-08-16 16:33:20.838",1,0.322,0.582,0.786,3.31,1,"1.slow",1,"1.Travelling","35181","slow","Travelling","water","underwater","",2016-08-16 16:33:20.838
"2016-08-16 16:33:20.891",1,0.226,0.74,0.822,3.295,1,"1.slow",1,"1.Travelling","35183","slow","Travelling","water","underwater","",2016-08-16 16:33:20.891
"2016-08-16 16:33:20.944",1,0.24,0.762,0.742,3.28,1,"1.slow",1,"1.Travelling","35184","slow","Travelling","water","underwater","",2016-08-16 16:33:20.944
"2016-08-16 16:33:20.996",1,0.288,0.726,0.75,3.25,1,"1.slow",1,"1.Travelling","35185","slow","Travelling","water","underwater","",2016-08-16 16:33:20.996
"2016-08-16 16:33:21.049",1,0.36,0.792,0.84,3.23,1,"1.slow",1,"1.Travelling","35186","slow","Travelling","water","underwater","",2016-08-16 16:33:21.049
"2016-08-16 16:33:21.101",1,0.49,0.646,0.662,3.25,1,"1.slow",1,"1.Travelling","35188","slow","Travelling","water","underwater","",2016-08-16 16:33:21.101
"2016-08-16 16:33:21.154",1,0.518,0.618,0.578,3.265,1,"1.slow",1,"1.Travelling","35189","slow","Travelling","water","underwater","",2016-08-16 16:33:21.154
"2016-08-16 16:33:21.207",1,0.518,0.522,0.512,3.245,1,"1.slow",1,"1.Travelling","35190","slow","Travelling","water","underwater","",2016-08-16 16:33:21.207
"2016-08-16 16:33:21.259",1,0.474,0.652,0.636,3.195,1,"1.slow",1,"1.Travelling","35191","slow","Travelling","water","underwater","",2016-08-16 16:33:21.259
"2016-08-16 16:33:21.312",1,0.532,0.652,0.568,3.215,1,"1.slow",1,"1.Travelling","35193","slow","Travelling","water","underwater","",2016-08-16 16:33:21.312
"2016-08-16 16:33:21.364",1,0.434,0.62,0.556,3.25,1,"1.slow",1,"1.Travelling","35194","slow","Travelling","water","underwater","",2016-08-16 16:33:21.364
"2016-08-16 16:33:21.417",1,0.396,0.698,0.576,3.23,1,"1.slow",1,"1.Travelling","35195","slow","Travelling","water","underwater","",2016-08-16 16:33:21.417
"2016-08-16 16:33:21.469",1,0.38,0.794,0.616,3.21,1,"1.slow",1,"1.Travelling","35196","slow","Travelling","water","underwater","",2016-08-16 16:33:21.469
"2016-08-16 16:33:21.522",1,0.586,0.86,0.882,3.21,1,"1.slow",1,"1.Travelling","35198","slow","Travelling","water","underwater","",2016-08-16 16:33:21.522
"2016-08-16 16:33:21.573",1,0.72,0.768,0.912,3.18,1,"1.slow",1,"1.Travelling","35199","slow","Travelling","water","underwater","",2016-08-16 16:33:21.573
"2016-08-16 16:33:21.627",1,0.736,0.84,0.898,3.15,1,"1.slow",1,"1.Travelling","35200","slow","Travelling","water","underwater","",2016-08-16 16:33:21.627
"2016-08-16 16:33:21.678",1,0.706,0.942,0.7,3.12,1,"1.slow",1,"1.Travelling","35201","slow","Travelling","water","underwater","",2016-08-16 16:33:21.678
"2016-08-16 16:33:21.732",1,0.666,1.064,0.672,2.945,1,"1.slow",1,"1.Travelling","35203","slow","Travelling","water","underwater","",2016-08-16 16:33:21.732
"2016-08-16 16:33:21.783",1,0.512,0.848,0.61,2.96,1,"1.slow",1,"1.Travelling","35204","slow","Travelling","water","underwater","",2016-08-16 16:33:21.783
"2016-08-16 16:33:21.836",1,0.376,0.612,0.7,2.945,1,"1.slow",1,"1.Travelling","35205","slow","Travelling","water","underwater","",2016-08-16 16:33:21.836
"2016-08-16 16:33:21.888",1,0.414,0.53,0.724,2.93,1,"1.slow",1,"1.Travelling","35206","slow","Travelling","water","underwater","",2016-08-16 16:33:21.888
"2016-08-16 16:33:21.941",1,0.618,0.16,0.694,2.795,1,"1.slow",1,"1.Travelling","35208","slow","Travelling","water","underwater","",2016-08-16 16:33:21.941
"2016-08-16 16:33:21.993",1,0.498,0.136,0.736,2.76,1,"1.slow",1,"1.Travelling","35209","slow","Travelling","water","underwater","",2016-08-16 16:33:21.993
"2016-08-16 16:33:22.046",1,0.444,0.074,0.82,2.68,1,"1.slow",1,"1.Travelling","35210","slow","Travelling","water","underwater","",2016-08-16 16:33:22.046
"2016-08-16 16:33:22.098",1,0.626,-0.256,0.884,2.65,1,"1.slow",1,"1.Travelling","35211","slow","Travelling","water","underwater","",2016-08-16 16:33:22.098
"2016-08-16 16:33:22.151",1,0.684,-0.384,0.902,2.68,1,"1.slow",1,"1.Travelling","35213","slow","Travelling","water","underwater","",2016-08-16 16:33:22.151
"2016-08-16 16:33:22.203",1,0.872,-0.334,1.046,2.68,1,"1.slow",1,"1.Travelling","35214","slow","Travelling","water","underwater","",2016-08-16 16:33:22.203
