"number","behaviour_event","value","type_event","fps","time","depth","x","y","z","behaviour","type","location","place","raw"
1,"1.sitting",1,"1.Resting",7506,"34:33.2",0.84,0.656,0.06,0.736,"sitting","Resting","land","land","sitting"
1,"1.sitting",1,"1.Resting",7507,"34:33.2",0.84,0.68,0.048,0.724,"sitting","Resting","land","land",""
1,"1.sitting",1,"1.Resting",7508,"34:33.3",0.84,0.688,0.044,0.716,"sitting","Resting","land","land",""
1,"1.sitting",1,"1.Resting",7509,"34:33.3",0.84,0.648,0.036,0.716,"sitting","Resting","land","land",""
1,"1.sitting",1,"1.Resting",7510,"34:33.4",0.84,0.62,0.068,0.732,"sitting","Resting","land","land",""
1,"1.sitting",1,"1.Resting",7511,"34:33.4",0.84,0.62,0.096,0.72,"sitting","Resting","land","land",""
1,"1.sitting",1,"1.Resting",7512,"34:33.4",0.84,0.624,0.08,0.728,"sitting","Resting","land","land",""
1,"1.sitting",1,"1.Resting",7513,"34:33.5",0.84,0.62,0.076,0.736,"sitting","Resting","land","land",""
1,"1.sitting",1,"1.Resting",7514,"34:33.5",0.84,0.644,0.096,0.748,"sitting","Resting","land","land",""
1,"1.sitting",1,"1.Resting",7515,"34:33.6",0.84,0.644,0.108,0.744,"sitting","Resting","land","land",""
1,"1.sitting",1,"1.Resting",7516,"34:33.6",0.84,0.644,0.116,0.748,"sitting","Resting","land","land",""
1,"1.sitting",1,"1.Resting",7517,"34:33.6",0.84,0.656,0.108,0.744,"sitting","Resting","land","land",""
1,"1.sitting",1,"1.Resting",7518,"34:33.7",0.84,0.66,0.116,0.732,"sitting","Resting","land","land",""
1,"1.sitting",1,"1.Resting",7519,"34:33.7",0.84,0.676,0.096,0.732,"sitting","Resting","land","land",""
1,"1.sitting",1,"1.Resting",7520,"34:33.8",0.84,0.652,0.092,0.736,"sitting","Resting","land","land",""
1,"1.sitting",1,"1.Resting",7521,"34:33.8",0.84,0.652,0.1,0.744,"sitting","Resting","land","land",""
