"number","behaviour_event","value","type_event","fps","time","depth","x","y","z","behaviour","type","location","place","raw"
1,"1.sitting",1,"1.Resting",33415,"38:27.5",0.62,0.9,0.144,0.368,"sitting","Resting","land","land","sitting"
1,"1.sitting",1,"1.Resting",33416,"38:27.5",0.62,0.9,0.136,0.36,"sitting","Resting","land","land",""
1,"1.sitting",1,"1.Resting",33417,"38:27.6",0.62,0.904,0.14,0.364,"sitting","Resting","land","land",""
1,"1.sitting",1,"1.Resting",33418,"38:27.6",0.62,0.896,0.148,0.364,"sitting","Resting","land","land",""
1,"1.sitting",1,"1.Resting",33419,"38:27.6",0.62,0.884,0.144,0.364,"sitting","Resting","land","land",""
1,"1.sitting",1,"1.Resting",33420,"38:27.7",0.62,0.884,0.148,0.372,"sitting","Resting","land","land",""
1,"1.sitting",1,"1.Resting",33421,"38:27.7",0.62,0.892,0.156,0.376,"sitting","Resting","land","land",""
1,"1.sitting",1,"1.Resting",33422,"38:27.8",0.65,0.888,0.152,0.356,"sitting","Resting","land","land",""
1,"1.sitting",1,"1.Resting",33423,"38:27.8",0.62,0.904,0.152,0.356,"sitting","Resting","land","land",""
1,"1.sitting",1,"1.Resting",33424,"38:27.8",0.65,0.916,0.14,0.368,"sitting","Resting","land","land",""
1,"1.sitting",1,"1.Resting",33425,"38:27.9",0.65,0.908,0.144,0.368,"sitting","Resting","land","land",""
1,"1.sitting",1,"1.Resting",33426,"38:27.9",0.62,0.9,0.148,0.368,"sitting","Resting","land","land",""
1,"1.sitting",1,"1.Resting",33427,"38:28.0",0.62,0.912,0.156,0.376,"sitting","Resting","land","land",""
1,"1.sitting",1,"1.Resting",33428,"38:28.0",0.62,0.916,0.144,0.38,"sitting","Resting","land","land",""
1,"1.sitting",1,"1.Resting",33429,"38:28.0",0.62,0.916,0.148,0.368,"sitting","Resting","land","land",""
1,"1.sitting",1,"1.Resting",33430,"38:28.1",0.62,0.916,0.16,0.372,"sitting","Resting","land","land",""
1,"1.sitting",1,"1.Resting",33431,"38:28.1",0.62,0.932,0.168,0.42,"sitting","Resting","land","land",""
1,"1.sitting",1,"1.Resting",33432,"38:28.2",0.65,0.928,0.204,0.348,"sitting","Resting","land","land",""
1,"1.sitting",1,"1.Resting",33433,"38:28.2",0.65,0.936,0.236,0.344,"sitting","Resting","land","land",""
1,"1.sitting",1,"1.Resting",33434,"38:28.2",0.62,0.852,0.164,0.356,"sitting","Resting","land","land",""
1,"1.sitting",1,"1.Resting",33435,"38:28.3",0.62,0.792,0.128,0.376,"sitting","Resting","land","land",""
1,"1.sitting",1,"1.Resting",33436,"38:28.3",0.62,0.808,0.112,0.376,"sitting","Resting","land","land",""
1,"1.sitting",1,"1.Resting",33437,"38:28.4",0.62,0.892,0.124,0.384,"sitting","Resting","land","land",""
1,"1.sitting",1,"1.Resting",33438,"38:28.4",0.62,0.96,0.124,0.396,"sitting","Resting","land","land",""
1,"1.sitting",1,"1.Resting",33439,"38:28.4",0.62,0.96,0.128,0.396,"sitting","Resting","land","land",""
1,"1.sitting",1,"1.Resting",33440,"38:28.5",0.62,0.928,0.132,0.36,"sitting","Resting","land","land",""
1,"1.sitting",1,"1.Resting",33441,"38:28.5",0.62,0.928,0.152,0.356,"sitting","Resting","land","land",""
1,"1.sitting",1,"1.Resting",33442,"38:28.6",0.62,0.916,0.152,0.324,"sitting","Resting","land","land",""
1,"1.sitting",1,"1.Resting",33443,"38:28.6",0.62,0.888,0.12,0.3,"sitting","Resting","land","land",""
1,"1.sitting",1,"1.Resting",33444,"38:28.6",0.62,0.908,0.172,0.292,"sitting","Resting","land","land",""
1,"1.sitting",1,"1.Resting",33445,"38:28.7",0.62,0.936,0.216,0.3,"sitting","Resting","land","land",""
1,"1.sitting",1,"1.Resting",33446,"38:28.7",0.62,0.916,0.232,0.332,"sitting","Resting","land","land",""
1,"1.sitting",1,"1.Resting",33447,"38:28.8",0.65,0.916,0.236,0.364,"sitting","Resting","land","land",""
1,"1.sitting",1,"1.Resting",33448,"38:28.8",0.62,0.916,0.236,0.372,"sitting","Resting","land","land",""
1,"1.sitting",1,"1.Resting",33449,"38:28.8",0.62,0.912,0.228,0.376,"sitting","Resting","land","land",""
1,"1.sitting",1,"1.Resting",33450,"38:28.9",0.65,0.908,0.232,0.36,"sitting","Resting","land","land",""
1,"1.sitting",1,"1.Resting",33451,"38:28.9",0.62,0.908,0.228,0.332,"sitting","Resting","land","land",""
1,"1.sitting",1,"1.Resting",33452,"38:29.0",0.65,0.912,0.22,0.34,"sitting","Resting","land","land",""
1,"1.sitting",1,"1.Resting",33453,"38:29.0",0.62,0.904,0.208,0.332,"sitting","Resting","land","land",""
1,"1.sitting",1,"1.Resting",33454,"38:29.0",0.62,0.9,0.2,0.352,"sitting","Resting","land","land",""
1,"1.sitting",1,"1.Resting",33455,"38:29.1",0.62,0.904,0.2,0.348,"sitting","Resting","land","land",""
1,"1.sitting",1,"1.Resting",33456,"38:29.1",0.62,0.908,0.204,0.34,"sitting","Resting","land","land",""
1,"1.sitting",1,"1.Resting",33457,"38:29.2",0.65,0.916,0.192,0.348,"sitting","Resting","land","land",""
1,"1.sitting",1,"1.Resting",33458,"38:29.2",0.65,0.916,0.184,0.336,"sitting","Resting","land","land",""
