"number","behaviour_event","value","type_event","fps","time","depth","x","y","z","behaviour","type","location","place","raw"
1,"1.sitting",1,"1.Resting",58250,"46:59.1",0.81,0.622,-0.174,0.774,"sitting","Resting","land","land","sitting"
1,"1.sitting",1,"1.Resting",58251,"46:59.2",0.81,0.616,-0.176,0.779,"sitting","Resting","land","land",""
1,"1.sitting",1,"1.Resting",58252,"46:59.2",0.81,0.611,-0.179,0.782,"sitting","Resting","land","land",""
1,"1.sitting",1,"1.Resting",58253,"46:59.3",0.81,0.612,-0.171,0.795,"sitting","Resting","land","land",""
1,"1.sitting",1,"1.Resting",58254,"46:59.3",0.81,0.607,-0.181,0.798,"sitting","Resting","land","land",""
1,"1.sitting",1,"1.Resting",58255,"46:59.4",0.81,0.596,-0.165,0.825,"sitting","Resting","land","land",""
1,"1.sitting",1,"1.Resting",58256,"46:59.4",0.81,0.579,-0.17,0.823,"sitting","Resting","land","land",""
1,"1.sitting",1,"1.Resting",58257,"46:59.5",0.81,0.542,-0.209,0.832,"sitting","Resting","land","land",""
1,"1.sitting",1,"1.Resting",58258,"46:59.5",0.81,0.528,-0.201,0.845,"sitting","Resting","land","land",""
1,"1.sitting",1,"1.Resting",58259,"46:59.6",0.81,0.486,-0.095,0.885,"sitting","Resting","land","land",""
1,"1.sitting",1,"1.Resting",58260,"46:59.6",0.81,0.428,-0.045,0.886,"sitting","Resting","land","land",""
1,"1.sitting",1,"1.Resting",58261,"46:59.7",0.81,0.406,-0.101,0.9,"sitting","Resting","land","land",""
1,"1.sitting",1,"1.Resting",58262,"46:59.7",0.81,0.433,-0.149,0.878,"sitting","Resting","land","land",""
1,"1.sitting",1,"1.Resting",58263,"46:59.8",0.81,0.428,-0.154,0.889,"sitting","Resting","land","land",""
1,"1.sitting",1,"1.Resting",58264,"46:59.8",0.81,0.402,-0.182,0.896,"sitting","Resting","land","land",""
1,"1.sitting",1,"1.Resting",58265,"46:59.9",0.81,0.377,-0.2,0.895,"sitting","Resting","land","land",""
1,"1.sitting",1,"1.Resting",58266,"46:59.9",0.81,0.361,-0.214,0.881,"sitting","Resting","land","land",""
1,"1.sitting",1,"1.Resting",58267,"47:00.0",0.81,0.354,-0.233,0.894,"sitting","Resting","land","land",""
1,"1.sitting",1,"1.Resting",58268,"47:00.0",0.81,0.356,-0.23,0.886,"sitting","Resting","land","land",""
1,"1.sitting",1,"1.Resting",58269,"47:00.1",0.81,0.36,-0.234,0.894,"sitting","Resting","land","land",""
1,"1.sitting",1,"1.Resting",58270,"47:00.1",0.81,0.353,-0.196,0.909,"sitting","Resting","land","land",""
1,"1.sitting",1,"1.Resting",58271,"47:00.2",0.81,0.374,-0.191,0.894,"sitting","Resting","land","land",""
1,"1.sitting",1,"1.Resting",58272,"47:00.3",0.81,0.394,-0.21,0.889,"sitting","Resting","land","land",""
1,"1.sitting",1,"1.Resting",58273,"47:00.3",0.81,0.4,-0.209,0.877,"sitting","Resting","land","land",""
1,"1.sitting",1,"1.Resting",58274,"47:00.3",0.81,0.398,-0.23,0.876,"sitting","Resting","land","land",""
1,"1.sitting",1,"1.Resting",58275,"47:00.4",0.81,0.392,-0.236,0.868,"sitting","Resting","land","land",""
1,"1.sitting",1,"1.Resting",58276,"47:00.4",0.81,0.393,-0.196,0.871,"sitting","Resting","land","land",""
1,"1.sitting",1,"1.Resting",58277,"47:00.5",0.81,0.416,-0.196,0.885,"sitting","Resting","land","land",""
1,"1.sitting",1,"1.Resting",58278,"47:00.5",0.81,0.433,-0.171,0.889,"sitting","Resting","land","land",""
1,"1.sitting",1,"1.Resting",58279,"47:00.6",0.81,0.454,-0.192,0.875,"sitting","Resting","land","land",""
1,"1.sitting",1,"1.Resting",58280,"47:00.6",0.81,0.434,-0.205,0.872,"sitting","Resting","land","land",""
1,"1.sitting",1,"1.Resting",58281,"47:00.7",0.81,0.428,-0.187,0.887,"sitting","Resting","land","land",""
1,"1.sitting",1,"1.Resting",58282,"47:00.7",0.81,0.498,-0.17,1.043,"sitting","Resting","land","land",""
1,"1.sitting",1,"1.Resting",58283,"47:00.8",0.81,0.556,-0.111,0.944,"sitting","Resting","land","land",""
1,"1.sitting",1,"1.Resting",58284,"47:00.8",0.81,0.39,-0.221,0.863,"sitting","Resting","land","land",""
1,"1.sitting",1,"1.Resting",58285,"47:00.9",0.81,0.373,-0.307,0.855,"sitting","Resting","land","land",""
1,"1.sitting",1,"1.Resting",58286,"47:00.9",0.81,0.392,-0.289,0.817,"sitting","Resting","land","land",""
1,"1.sitting",1,"1.Resting",58287,"47:01.0",0.81,0.414,-0.079,0.858,"sitting","Resting","land","land",""
1,"1.sitting",1,"1.Resting",58288,"47:01.0",0.81,0.436,-0.33,0.904,"sitting","Resting","land","land",""
1,"1.sitting",1,"1.Resting",58289,"47:01.1",0.81,0.443,0.034,0.91,"sitting","Resting","land","land",""
1,"1.sitting",1,"1.Resting",58290,"47:01.1",0.81,0.36,-0.039,0.891,"sitting","Resting","land","land",""
1,"1.sitting",1,"1.Resting",58291,"47:01.2",0.81,0.376,0.039,0.891,"sitting","Resting","land","land",""
1,"1.sitting",1,"1.Resting",58292,"47:01.2",0.81,0.37,0.047,0.907,"sitting","Resting","land","land",""
1,"1.sitting",1,"1.Resting",58293,"47:01.3",0.81,0.382,-0.015,0.849,"sitting","Resting","land","land",""
1,"1.sitting",1,"1.Resting",58294,"47:01.3",0.81,0.48,-0.021,0.889,"sitting","Resting","land","land",""
1,"1.sitting",1,"1.Resting",58295,"47:01.4",0.81,0.622,-0.038,0.863,"sitting","Resting","land","land",""
1,"1.sitting",1,"1.Resting",58296,"47:01.4",0.81,0.689,0.066,0.692,"sitting","Resting","land","land",""
1,"1.sitting",1,"1.Resting",58297,"47:01.5",0.81,0.978,-0.427,0.805,"sitting","Resting","land","land",""
1,"1.sitting",1,"1.Resting",58298,"47:01.5",0.81,0.778,-0.36,0.627,"sitting","Resting","land","land",""
1,"1.sitting",1,"1.Resting",58299,"47:01.6",0.81,0.82,-0.665,0.684,"sitting","Resting","land","land",""
1,"1.sitting",1,"1.Resting",58300,"47:01.6",0.81,0.543,-0.746,0.714,"sitting","Resting","land","land",""
1,"1.sitting",1,"1.Resting",58301,"47:01.7",0.81,0.646,-1.393,0.641,"sitting","Resting","land","land",""
1,"1.sitting",1,"1.Resting",58302,"47:01.7",0.81,0.155,-0.436,0.457,"sitting","Resting","land","land",""
1,"1.moving",2,"2.Travelling",58303,"47:01.8",0.81,-0.158,0.802,0.616,"moving","Travelling","land","land","moving"
1,"1.moving",2,"2.Travelling",58304,"47:01.8",0.81,-0.405,0.887,0.961,"moving","Travelling","land","land",""
1,"1.moving",2,"2.Travelling",58305,"47:01.9",0.81,-0.359,0.874,0.461,"moving","Travelling","land","land",""
1,"1.moving",2,"2.Travelling",58306,"47:01.9",0.81,0.125,0.414,0.019,"moving","Travelling","land","land",""
1,"1.moving",2,"2.Travelling",58307,"47:02.0",0.81,0.545,0.192,-0.03,"moving","Travelling","land","land",""
1,"1.moving",2,"2.Travelling",58308,"47:02.0",0.81,0.771,0.358,-0.023,"moving","Travelling","land","land",""
1,"1.moving",2,"2.Travelling",58309,"47:02.1",0.81,0.705,-0.667,0.307,"moving","Travelling","land","land",""
1,"1.moving",2,"2.Travelling",58310,"47:02.1",0.81,0.8,-1.353,-0.866,"moving","Travelling","land","land",""
1,"1.moving",2,"2.Travelling",58311,"47:02.2",0.81,0.538,-1.696,0.331,"moving","Travelling","land","land",""
1,"1.moving",2,"2.Travelling",58312,"47:02.2",0.81,0.105,-1.24,0.272,"moving","Travelling","land","land",""
1,"1.moving",2,"2.Travelling",58313,"47:02.3",0.81,-0.13,-0.661,0.905,"moving","Travelling","land","land",""
1,"1.moving",2,"2.Travelling",58314,"47:02.3",0.81,-0.478,0.564,0.354,"moving","Travelling","land","land",""
1,"1.moving",2,"2.Travelling",58315,"47:02.4",0.81,-0.522,1.302,0.808,"moving","Travelling","land","land",""
1,"1.moving",2,"2.Travelling",58316,"47:02.5",0.81,-0.146,1.332,0.726,"moving","Travelling","land","land",""
1,"1.moving",2,"2.Travelling",58317,"47:02.5",0.81,-0.256,0.706,-0.177,"moving","Travelling","land","land",""
1,"1.moving",2,"2.Travelling",58318,"47:02.5",0.81,0.369,0.267,0.039,"moving","Travelling","land","land",""
1,"1.moving",2,"2.Travelling",58319,"47:02.6",0.81,0.255,0.473,-0.255,"moving","Travelling","land","land",""
1,"1.moving",2,"2.Travelling",58320,"47:02.6",0.81,0.538,-0.783,0.247,"moving","Travelling","land","land",""
1,"1.moving",2,"2.Travelling",58321,"47:02.7",0.81,0.442,0.249,0.309,"moving","Travelling","land","land",""
1,"1.moving",2,"2.Travelling",58322,"47:02.7",0.81,1.241,-0.895,0.423,"moving","Travelling","land","land",""
