name,id,id2,o2,temp,co2,fr_c,wvp,bp,vo2,data_auc,timediff,vo2_auc,place,date,type.x,type.y,smr,smr_total,smr_timediff,smr_auc,Age,Place,Gender,species,time_swum,weight,rmr,lengths,strokes,distance,speed,cot
Teiko,Teiko2014-03-24,Teiko_41722_AMR1,0.205552254,24.10289606,1.73E-05,294.6470853,2.138542542,101.5263667,1.456310686,184.9647054,127,1.456415003,UWW,24/03/14,AMR1,1,0.749510793,125.1923791,167,0.749654965,16,UWW,Female,ASL,113,74,0.45586,11,NA,176,1.557522124,2.308832773
Teiko,Teiko2014-03-24,Teiko_41722_AMR2,0.2049426,24.18134078,1.72E-05,294.6508047,2.131004152,101.5302412,1.681402102,180.2871602,107,1.68492673,UWW,24/03/14,AMR2,0,0.749510793,125.1923791,167,0.749654965,16,UWW,Female,ASL,103,74,0.45586,11,NA,176,1.708737864,4.090140844
Teiko,Teiko2014-03-25,Teiko_41723_AMR1,0.20503153,23.34967814,7.30E-06,294.8243357,1.978643587,102.0361585,1.649245585,163.0644546,99,1.647115703,UWW,25/03/14,AMR1,1,0.587270031,72.17775745,123,0.586811036,16,UWW,Female,ASL,131,74,0.45586,10,NA,160,1.221374046,1.437384243
Teiko,Teiko2014-03-25,Teiko_41723_AMR2,0.205821552,23.55552277,7.59E-06,295.2975687,2.000449751,102.0461383,1.35976698,149.3851496,110,1.358046815,UWW,25/03/14,AMR2,0,0.587270031,72.17775745,123,0.586811036,16,UWW,Female,ASL,131,74,0.45586,10,NA,160,1.221374046,-0.029568149
Teiko,Teiko2014-03-26,Teiko_41724_AMR1,0.205386764,24.4951841,8.06E-06,294.668118,2.157762157,102.1234896,1.517705493,144.6198088,95,1.522313777,UWW,26/03/14,AMR1,1,0.50055462,63.57239974,127,0.500570077,16,UWW,Female,ASL,132,74,0.45586,11,NA,176,1.333333333,1.718965929
Teiko,Teiko2014-03-26,Teiko_41724_AMR2,0.205737474,24.49010297,-0.000421295,294.6860676,2.138789623,102.1260332,1.38802599,139.5230776,100,1.395230776,UWW,26/03/14,AMR2,0,0.50055462,63.57239974,127,0.500570077,16,UWW,Female,ASL,135,74,0.45586,12,NA,192,1.422222222,0.805884062
Teiko,Teiko2014-03-27,Teiko_41725_AMR1,0.205175813,23.67278339,1.03E-05,235.7620619,2.062472488,102.1798333,1.276572399,140.8770257,110,1.280700234,UWW,27/03/14,AMR1,1,0.581177159,75.16915199,129,0.582706605,16,UWW,Female,ASL,132,74,0.45586,11,NA,176,1.333333333,-0.14627762
Teiko,Teiko2014-03-27,Teiko_41725_AMR2,0.206042802,23.60084746,1.09E-05,295.0181004,2.023870147,102.1655109,1.276587824,135.4450671,106,1.277783652,UWW,27/03/14,AMR2,0,0.581177159,75.16915199,129,0.582706605,16,UWW,Female,ASL,136,74,0.45586,11,NA,176,1.294117647,-0.517031748
Teiko,Teiko2014-03-30,Teiko_41728_AMR1,0.205566024,25.79447802,-0.000421755,292.1815589,3.023682993,102.0796632,1.439326264,157.0082503,109,1.440442663,UWW,30/03/14,AMR1,1,0.748246037,94.36897268,126,0.748960101,16,UWW,Female,ASL,144,74,0.45586,12,NA,192,1.333333333,-2.588706605
Teiko,Teiko2014-03-30,Teiko_41728_AMR2,0.205670386,26.06303839,-0.000420732,292.0033712,3.052182825,102.0791681,1.400140056,145.6403525,104,1.400388004,UWW,30/03/14,AMR2,0,0.748246037,94.36897268,126,0.748960101,16,UWW,Female,ASL,139,74,0.45586,13,NA,208,1.496402878,-1.996400349
Teiko,Teiko2014-11-04,Teiko_41947_AMR1,0.205379646,23.52923748,1.82E-05,294.2784817,2.251516934,102.5533223,1.518396128,187.1997174,123,1.521948922,UWW,04/11/14,AMR1,2,0.794977091,128.8028238,162,0.795079159,16,UWW,Female,ASL,65,66,0.46918,8,23,140,2.153846154,7.615862428
Teiko,Teiko2014-11-04,Teiko_41947_AMR2,0.205242557,23.34470138,1.76E-05,294.2329381,2.276849348,102.5507642,1.568516385,159.0933779,101,1.575181959,UWW,04/11/14,AMR2,0,0.794977091,128.8028238,162,0.795079159,16,UWW,Female,ASL,73,66,0.46918,9,28,157.5,2.157534247,6.537774179
Teiko,Teiko2014-11-05,Teiko_41948_AMR1,0.205428455,23.56907759,1.77E-05,294.4487093,2.21056458,102.3371118,1.501177738,103.8291557,69,1.504770372,UWW,05/11/14,AMR1,1,0.780793054,103.7372354,133,0.779979214,16,UWW,Female,ASL,70,68,0.46918,8,25,140,2,6.439559286
Teiko,Teiko2014-11-05,Teiko_41948_AMR2,0.204780225,23.3279287,1.84E-05,294.3881789,2.228162815,102.3378248,1.740116524,189.8580241,109,1.741816735,UWW,05/11/14,AMR2,0,0.780793054,103.7372354,133,0.779979214,16,UWW,Female,ASL,98,68,0.46918,11,35,192.5,1.964285714,3.668870442
Teiko,Teiko2014-11-11,Teiko_41954_AMR1,0.204712907,22.64581953,1.51E-05,293.7746729,2.387055265,101.9669508,1.761268433,165.6448791,94,1.762179565,UWW,11/11/14,AMR1,1,0.673006567,77.93840706,116,0.67188282,16,UWW,Female,ASL,97,68,0.46918,NA,NA,NA,,
Teiko,Teiko2014-11-11,Teiko_41954_AMR2,0.205359854,22.26828571,-9.20E-05,293.9492375,2.345650961,101.9620947,1.523863221,170.5744075,112,1.522985781,UWW,11/11/14,AMR2,0,0.673006567,77.93840706,116,0.67188282,16,UWW,Female,ASL,99,68,0.46918,NA,NA,NA,,
Teiko,Teiko2014-12-01,Teiko_41974_AMR1,0.203524352,-5,-7.40E-06,291.431805,2.354768277,101.5048424,2.18052145,185.4889855,85,2.182223359,UWW,01/12/14,AMR1,1,1.086688741,141.3176852,130,1.087059117,16,UWW,Female,ASL,119,66,0.46918,14,40,245,2.058823529,0.770404855
Teiko,Teiko2014-12-01,Teiko_41974_AMR2,0.203928727,-5,-0.00011896,291.5550184,2.35186907,101.511894,2.034227139,183.6319081,90,2.040354535,UWW,01/12/14,AMR2,0,1.086688741,141.3176852,130,1.087059117,16,UWW,Female,ASL,100,66,0.46918,12,30,210,2.1,2.775049548
Teiko,Teiko2014-12-02,Teiko_41975_AMR1,0.20553376,-5,-2.56E-05,292.4189396,2.448195755,101.9287705,1.452470274,108.9201093,75,1.452268124,UWW,02/12/14,AMR1,1,0.87139765,125.334686,144,0.870379764,16,UWW,Female,ASL,72,66,0.46918,8,NA,140,1.944444444,6.036569376
Teiko,Teiko2014-12-02,Teiko_41975_AMR2,0.205894997,-5,-2.61E-05,292.1795855,2.486387411,101.9047747,1.318564938,135.8418289,103,1.318852708,UWW,02/12/14,AMR2,0,0.87139765,125.334686,144,0.870379764,16,UWW,Female,ASL,71,66,0.46918,8,NA,140,1.971830986,5.260706399
Teiko,Teiko2014-12-07,Teiko_41980_AMR1,0.204319678,-5,-0.000119897,291.9529165,2.698654227,100.944863,1.894252072,197.0261246,104,1.894481968,UWW,07/12/14,AMR1,1,0.977619488,124.1732236,127,0.977741918,16,UWW,Female,ASL,84,67,0.46918,11,NA,192.5,2.291666667,4.600853598
Teiko,Teiko2014-12-07,Teiko_41980_AMR2,0.203957128,-5,-0.000101205,291.8452546,2.708553586,100.9489914,2.025905788,178.9484187,88,2.033504758,UWW,07/12/14,AMR2,0,0.977619488,124.1732236,127,0.977741918,16,UWW,Female,ASL,94,67,0.46918,11,NA,192.5,2.04787234,4.150933424
Teiko,Teiko2014-12-08,Teiko_41981_AMR1,0.205497248,-5,-0.000141766,291.5389403,2.721185397,101.4849561,1.461105686,149.1281499,102,1.462040685,UWW,08/12/14,AMR1,1,0.882421352,130.6647913,148,0.882870212,16,UWW,Female,ASL,106,67,0.46918,11,NA,192.5,1.816037736,1.602935927
Teiko,Teiko2014-12-08,Teiko_41981_AMR2,0.205112546,-5,-0.000141683,290.9218798,2.758915908,101.4644574,1.598354404,159.9915998,100,1.599915998,UWW,08/12/14,AMR2,0,0.882421352,130.6647913,148,0.882870212,16,UWW,Female,ASL,124,67,0.46918,14,NA,245,1.975806452,0.257376823
Teiko,Teiko2014-12-10,Teiko_41983_AMR1,0.204660424,25.50272443,-0.00014464,291.7220847,2.835199704,101.364529,1.767892548,169.4338214,96,1.764935639,UWW,10/12/14,AMR1,1,1.417990526,168.8406779,119,1.418829226,16,UWW,Female,ASL,74,67,0.46918,9,NA,157.5,2.128378378,3.868482059
Teiko,Teiko2014-12-10,Teiko_41983_AMR2,0.203540955,25.7142642,-0.000114122,291.5437248,2.851584089,101.3831637,2.175482666,176.2735019,81,2.176216073,UWW,10/12/14,AMR2,0,1.417990526,168.8406779,119,1.418829226,16,UWW,Female,ASL,95,67,0.46918,12,NA,210,2.210526316,1.633836664
