"id","day","N","vo2_mlkg","vo2_l","sd","min","max","CI","date","Time","o2_v","co2_v","wvp_v","fr_v","bp_v","temp","Marker","hour","minute","second","co2","fr","bp","wv","fr_c","vo2","id.y","weight","age","gender","place","species","moult","water_temp","dfi","vo2kg","vo2mlkg","month","year","days","d.stage","cohort","class","season"
"April","2014-03-07",1309,7.82684015151294,0.438303048484724,3.31322019049868,-1.60710681036036,17.0177745868153,0.179488466601954,2014-03-07,2017-03-22 09:10:45,0.2082958,0.012,3.418411,1.405412,4.245612,22.218,-1,9,10,45,2.4e-05,281.0824,101.894688,6.836822,262.222630429551,0.391014021881757,"April",56,7.898630137,"female","UWW","ASL","No",25,4.7,8.00448420286059,6.98239324788852,3,2014,"3.7","adult","ASFA","ASF","Early-year"
"April","2014-03-22",2910,8.66909372435876,0.502807436003436,3.49845885330569,-0.591203533,19.39112873,0.127111940060538,2014-03-22,2017-03-22 06:27:21,0.2080058,0.0182,3.251221,1.508382,4.248893,22.094,2,6,27,21,3.64e-05,301.6764,101.973432,1.741618702,296.524026,0.550649911,"April",58,7.939726027,"female","UWW","ASL","No",26.1,5,11.57301641,9.493963991,3,2014,"3.22","adult","ASFA","ASF","Early-year"
"April","2014-03-28",2174,8.722133468046,0.505883741139834,3.73822988404979,-1.599204364,20.18325434,0.157142010931787,2014-03-28,2017-03-22 09:08:07,0.2080475,0.00352,3.390442,1.4101,4.247331,21.624,2,9,8,7,7.04e-06,282.02,101.935944,1.764569956,277.1380712,0.500073686,"April",58,7.956164384,"female","UWW","ASL","No",26.1,3,10.51005521,8.621960103,3,2014,"3.28","adult","ASFA","ASF","Early-year"
"April","2014-11-08",757,7.14628055442414,0.428776833265448,3.52195053988032,-1.75791139408387,15.8706325659503,0.250894640561666,2014-11-08,2017-03-22 07:29:37,0.2087787,-0.00258,1.164783,1.500882,4.260924,22.446,-1,7,29,37,-5.16e-06,300.1764,102.262176,2.329566,293.338282889697,0.258563367677586,"April",60,8.57260274,"female","UWW","ASL","No",25.2,3.5,5.57417287257477,4.3093894612931,11,2014,"11.8","adult","ASFA","ASF","Late-year"
"April","2014-12-03",1544,7.83058018861434,0.462004231128246,2.95569682881546,-0.682858949568235,15.0767601710641,0.147432187376583,2014-12-03,2017-03-22 07:24:09,0.2075976,-0.00289,1.103533,1.501195,4.262643,22,-1,7,24,9,-5.78e-06,300.239,102.303432,2.207066,293.761726698221,0.696696226902469,"April",59,8.64109589,"female","UWW","ASL","No",26.7,4,14.831410906532,11.8084106254656,12,2014,"12.3","adult","ASFA","ASF","Late-year"
"April","2014-12-12",1296,7.98072072351375,0.486823964134339,2.92410177872933,-1.02067863134581,16.0120820881741,0.15920109684193,2014-12-12,2017-03-22 08:32:48,0.2082496,-0.0465,1.052438,1.496195,4.208736,20.8,-1,8,32,48,-9.3e-05,299.239,101.009664,2.104876,293.003349227377,0.453994924874841,"April",61,8.665753425,"female","UWW","ASL","No",25.4,4,9.90942315663098,7.44253975204657,12,2014,"12.12","adult","ASFA","ASF","Late-year"
"April","2015-03-26",1231,6.43241655850437,0.405242243185775,4.80796760426171,-4.03469959699077,17.3010209518297,0.268589219786405,2015-03-26,2017-03-22 06:38:45,0.2082254,0.0265,1.146189,1.505882,4.232174,22.453,-1,6,38,45,5.3e-05,301.1764,101.572176,2.292378,294.379162994078,0.465115849910784,"April",63,8.950684932,"female","UWW","ASL","No",26.7,4,10.4007953580826,7.38279126842515,3,2015,"3.26","adult","ASFA","ASF","Early-year"
"April","2015-03-27",1273,6.59499287251259,0.415484550968293,4.95454014275084,-3.5692330942583,19.0745659019434,0.272173113274071,2015-03-27,2017-03-22 06:54:07,0.2086987,0.00914,1.15744,1.503695,4.240612,22.29,-1,6,54,7,1.828e-05,300.739,101.774688,2.31488,293.898647943897,0.288755128949163,"April",63,8.953424658,"female","UWW","ASL","No",26.8,4,6.457064418194,4.58341474522481,3,2015,"3.27","adult","ASFA","ASF","Early-year"
"April","2015-03-28",854,8.33528756605372,0.525123116661384,4.32157843921748,-2.80107455936628,19.3325896119702,0.289847484841662,2015-03-28,2017-03-22 06:29:10,0.2075261,0.0193,1.217597,1.501351,4.23358,22.428,-1,6,29,10,3.86e-05,300.2702,101.60592,2.435194,293.073609590516,0.721469300046577,"April",63,8.956164384,"female","UWW","ASL","No",27,4,16.1333021619514,11.451893651533,3,2015,"3.28","adult","ASFA","ASF","Early-year"
"April","2015-08-28",1416,7.85754696130644,0.432165082871854,1.74726387928353,1.79875672482662,12.578021129127,0.0910087068802982,2015-08-28,2017-03-22 06:20:45,0.2083309,0.134924,0.9277486,1.502445,4.266081,17.883,-1,6,20,45,0.000269848,300.489,102.385944,1.8554972,295.043364824426,0.426885326631985,"April",55,9.375342466,"female","UWW","ASL","Yes",23,4.5,8.62150817101505,7.76155139330882,8,2015,"8.28","adult","ASFA","ASF","Mid-year"
"April","2015-08-29",1450,6.10839953911626,0.335961974651394,3.06719759066651,-1.02486554156205,12.8456612600559,0.157875167606491,2015-08-29,2017-03-22 06:35:51,0.208116,0.1285177,0.7616523,1.506195,4.268737,15.158,-1,6,35,51,0.0002570354,301.239,102.449688,1.5233046,296.759935560102,0.509837537027912,"April",55,9.378082192,"female","UWW","ASL","Yes",22.8,4.5,10.2968366845875,9.26977340050749,8,2015,"8.29","adult","ASFA","ASF","Mid-year"
"April","2015-08-31",1476,7.56411985523877,0.416026592038133,3.8557069355839,-1.96671224836397,18.3022631215435,0.196705683910908,2015-08-31,2017-03-22 23:53:34,0.207822,0.1353928,0.6780573,1.505101,4.251081,13.986,-1,23,53,34,0.0002707856,301.0202,102.025944,1.3561146,297.019081538259,0.620409544750903,"April",55,9.38630137,"female","UWW","ASL","Yes",22.3,4.5,12.5299831728741,11.2801735409255,8,2015,"8.31","adult","ASFA","ASF","Mid-year"
"April","2016-02-21",767,8.53150694590517,0.503358909808405,4.58748109049264,-3.85521351460711,21.017776671312,0.324662909637701,2016-02-21,2017-03-22 08:52:59,0.2073894,0.0166,1.248066,1.500726,4.250143,23.27,-1,8,52,59,3.32e-05,300.1452,102.003432,2.496132,292.800329110103,0.771222354626814,"April",59,9.860273973,"female","UWW","ASL","Yes",26.8,2.6,16.4179382636081,13.0715653326579,2,2016,"2.21","adult","ASFA","ASF","Early-year"
"April","2016-02-23",1718,7.83064792375245,0.462008227501395,2.73194677503539,-0.183302368694902,15.69890133918,0.129186379042054,2016-02-23,2017-03-22 07:38:01,0.2081604,-0.00336,1.048688,1.502757,4.260456,22.014,-1,7,38,1,-6.72e-06,300.5514,102.250944,2.097376,294.386476054394,0.489270282382772,"April",59,9.865753425,"female","UWW","ASL","Yes",26.6,3,10.4156852329124,8.29271665055546,2,2016,"2.23","adult","ASFA","ASF","Early-year"
"April","2016-02-24",926,7.24380889942453,0.427384725066047,3.08090212097402,-1.02495509125209,14.6664139261839,0.198439662253118,2016-02-24,2017-03-22 07:39:15,0.2077043,-0.00242,1.0215,1.505101,4.241705,21.158,-1,7,39,15,-4.84e-06,301.0202,101.80092,2.043,294.979151759964,0.659915733120853,"April",59,9.868493151,"female","UWW","ASL","Yes",26.1,4.5,14.0484202779683,11.1850124257772,2,2016,"2.24","adult","ASFA","ASF","Early-year"
"Bella","2014-11-12",1197,6.73686164236701,0.512001484819893,4.01981286522094,-3.35933526466744,16.3508853173981,0.227727160988887,2014-11-12,2017-03-22 06:57:29,0.2070739,-0.0235,1.152127,1.501195,4.260456,21.771,-1,6,57,29,-4.7e-05,300.239,102.250944,2.304254,293.473029050079,0.889589761005691,"Bella",76,17.79178082,"female","UWW","AFS","No",25.1,3.5,22.8981275307708,11.7051284342854,11,2014,"11.12","adult","AFFA","AFF","Pre-moult"
"Bella","2014-12-06",1746,8.5930765768881,0.592922283805279,4.26224228832915,-0.799311277883252,18.3349936750271,0.199927292827548,2014-12-06,2017-03-22 07:05:47,0.208066,-0.0385,1.181659,1.500101,4.21733,22,-1,7,5,47,-7.7e-05,300.0202,101.21592,2.363318,293.014946883459,0.521884710839706,"Bella",69,17.85753425,"female","UWW","AFS","No",26.6,3.5,12.4942845343928,7.56354653390879,12,2014,"12.6","adult","AFFA","AFF","Pre-moult"
"Bella","2014-12-10",1566,7.8884133026246,0.544300517881098,4.95801170205385,-1.20465873886921,21.2436413759744,0.245565719462731,2014-12-10,2017-03-22 07:17:04,0.2093125,-0.0715,1.185565,1.497914,4.238737,22.643,0,7,17,4,-0.000143,299.5828,101.729688,2.37113,292.600081596656,0.0605069536554365,"Bella",69,17.86849315,"female","UWW","AFS","No",26.4,4.5,1.44857873698572,0.87691237181792,12,2014,"12.10","adult","AFFA","AFF","Pre-moult"
"Bella","2015-03-25",1535,7.23354093026934,0.535282028839931,3.7860551992626,-1.72261991467875,16.2906283033621,0.189403858871067,2015-03-25,2017-03-22 06:20:24,0.208278,0.00883,1.091345,1.500882,4.23108,22,-1,6,20,24,1.766e-05,300.1764,101.54592,2.18269,293.724225195577,0.444585529361489,"Bella",74,18.15616438,"female","UWW","AFS","Yes",26.5,4.5,11.2170618026244,6.00791255893905,3,2015,"3.25","adult","AFFA","AFF","Moult"
"Bella","2015-03-26",1948,5.94869395451423,0.440203352634053,3.48674423577765,-2.56572100305243,15.3890255807811,0.154839473775612,2015-03-26,2017-03-22 06:22:39,0.208863,0.00617,1.109314,1.50432,4.245143,23.056,-1,6,22,39,1.234e-05,300.864,101.883432,2.218628,294.312343057466,0.228078611835925,"Bella",74,18.15890411,"female","UWW","AFS","Yes",26.7,4.5,5.75451002306504,3.08214340318818,3,2015,"3.26","adult","AFFA","AFF","Moult"
"Bella","2015-03-27",1472,6.1796679778838,0.457295430363401,4.13736916916179,-3.01805744519799,15.5208270418061,0.211361771471166,2015-03-27,2017-03-22 06:16:05,0.2094085,0.00992,1.21119,1.502289,4.249831,22.704,-1,6,16,5,1.984e-05,300.4578,101.995944,2.42238,293.321996976656,0.0250439991954288,"Bella",74,18.16164384,"female","UWW","AFS","Yes",26.8,4.5,0.631869613847886,0.338432421559849,3,2015,"3.27","adult","AFFA","AFF","Moult"
"Bella","2015-03-28",1146,5.03280505172078,0.362361963723896,2.96542891738278,-3.07549147693513,12.8805782314622,0.171692482766665,2015-03-28,2017-03-22 06:44:55,0.2073162,0.000391,1.080876,1.506195,4.260612,20.714,-1,6,44,55,7.82e-07,301.239,102.254688,2.161752,294.870548602173,0.803862331037274,"Bella",72,18.16438356,"female","UWW","AFS","Yes",27,4,19.869230612342,11.1647545977399,3,2015,"3.28","adult","AFFA","AFF","Moult"
"Bella","2015-08-26",1615,5.80811800536146,0.453033204418194,1.91404984123608,0.344453149864117,10.9045467220648,0.0933518761161273,2015-08-26,2017-03-22 06:26:07,0.2081788,0.1725808,0.9079046,1.498695,4.269362,18.142,-1,6,26,7,0.0003451616,299.739,102.464688,1.8158092,294.427230214503,0.4825030999909,"Bella",78,18.57808219,"female","UWW","AFS","No",22.4,4.5,12.6640046105371,6.18593717937051,8,2015,"8.26","adult","AFFA","AFF","Post-moult"
"Bella","2015-08-30",1685,6.70075486292308,0.522658879308001,3.72192528961157,-2.79778875154754,16.6007007328552,0.177714870743589,2015-08-30,2017-03-22 07:33:17,0.2086198,0.151643,0.872279,1.504632,4.256549,16.475,-1,7,33,17,0.000303286,300.9264,102.157176,1.744558,295.787421231331,0.320083824705759,"Bella",78,18.5890411,"female","UWW","AFS","No",22.5,4.8,8.4010714789367,4.10363877827896,8,2015,"8.30","adult","AFFA","AFF","Post-moult"
"Bella","2015-09-02",1260,5.04789465044093,0.398783677384833,2.88995099223475,-1.65784248073108,12.1129082035656,0.159573685966881,2015-09-02,2017-03-22 06:32:50,0.2089034,0.1263301,0.7027451,1.506195,4.261706,13.294,-1,6,32,50,0.0002526602,301.239,102.280944,1.4054902,297.099534271586,0.215073384878596,"Bella",79,18.59726027,"female","UWW","AFS","No",22.4,4.5,5.699109333067,2.72244790985564,9,2015,"9.2","adult","AFFA","AFF","Post-moult"
"Bella","2016-02-23",1266,7.33649204991535,0.53556391964382,4.32471044044572,-1.62247101687621,17.620610027798,0.238229891665859,2016-02-23,2017-03-22 06:56:56,0.2092686,0.0118,0.9877495,1.504789,4.249674,21.342,-1,6,56,56,2.36e-05,300.9578,101.992176,1.975499,295.128511359838,0.0774129677232124,"Bella",73,19.0739726,"female","UWW","AFS","No",26.6,5,1.93332943032512,1.06045161264674,2,2016,"2.23","adult","AFFA","AFF","Moult"
"Bella","2016-02-24",1387,6.67849791359674,0.494208845606159,2.6082231331771,-1.16904912901513,13.8444591989182,0.137265875154479,2016-02-24,2017-03-22 07:12:01,0.2087228,-0.0082,0.9735305,1.502132,4.253112,21.536,-1,7,12,1,-1.64e-05,300.4264,102.074688,1.947061,294.695806664163,0.28056810730694,"Bella",74,19.07671233,"female","UWW","AFS","No",26.1,5,7.07883993441539,3.79146090955325,2,2016,"2.24","adult","AFFA","AFF","Moult"
"Bella","2016-02-28",1599,7.08348354783082,0.531261266087311,4.2841159404848,-1.90577094173153,17.6488558473818,0.209987312375365,2016-02-28,2017-03-22 07:50:21,0.2086641,0.00711,1.303692,1.504476,4.239362,24.067,-1,7,50,21,1.422e-05,300.8952,101.744688,2.607384,293.184238911232,0.300864826178751,"Bella",75,19.08767123,"female","UWW","AFS","No",26.1,5,7.66773977093906,4.01153101571669,2,2016,"2.28","adult","AFFA","AFF","Moult"
"Groucho","2014-03-11",811,5.43110684571311,0.988461445919787,2.76899896546636,0.636540326056717,10.4826464360169,0.190576101120479,2014-03-11,2017-03-22 06:26:02,0.2083595,-0.0279,1.34088,1.505414,4.252643,23.794,-1,6,26,2,-5.58e-05,301.0828,102.063432,2.68176,293.171721625446,0.413595038362583,"Groucho",182,15.11506849,"male","UWW","AFS","Yes",25.4,9,20.4941004792174,2.27250021078342,3,2014,"3.11","adult","AFMA","AFM","Moult"
"Groucho","2014-03-23",900,5.00544159405778,0.900979486957778,3.61625351450675,-1.046209537,12.95885632,0.236261896281107,2014-03-23,2017-03-22 06:07:00,0.2082014,0.0068,3.618258,1.505882,4.246549,23.551,3,6,7,0,1.36e-05,301.1764,101.917176,2.118095511,294.9171961,0.474896671,"Groucho",180,15.14794521,"male","UWW","AFS","Yes",26.1,9,23.33745554,2.638314836,3,2014,"3.23","adult","AFMA","AFM","Moult"
"Groucho","2014-03-28",2332,5.32910763426372,0.969897589441681,4.30173326368927,-2.514262347,17.98644899,0.174596396493194,2014-03-28,2017-03-22 06:03:50,0.2085636,0.0185,3.926388,1.60604,4.247799,23.048,2,6,3,50,3.7e-05,321.208,101.947176,2.229372987,314.1838482,0.362287422,"Groucho",182,15.16164384,"male","UWW","AFS","Yes",26.1,9,17.95175026,1.990590233,3,2014,"3.28","adult","AFMA","AFM","Moult"
"Groucho","2014-11-07",761,4.89913860628901,0.881844949132021,2.61535553902102,-2.06629208793285,12.3682433746575,0.185820865874948,2014-11-07,2017-03-22 07:28:47,0.2080717,0.0093,1.156346,1.999484,4.251237,21.768,-1,7,28,47,1.86e-05,399.8968,102.029688,2.312692,390.83239778223,0.693295914915842,"Groucho",180,15.77534247,"male","UWW","AFS","No",25,6.6,34.0700695441688,3.85164397175468,11,2014,"11.7","adult","AFMA","AFM","Pre-moult"
"Groucho","2014-12-05",1878,5.70555491173116,0.998472109552953,4.11881782706058,-0.275999663377219,15.5896943089175,0.186286276108881,2014-12-05,2017-03-22 07:00:40,0.2088821,-0.042,1.251191,1.749949,4.22983,22,-1,7,0,40,-8.4e-05,349.9898,101.51592,2.502382,341.362501191068,0.256302673835311,"Groucho",175,15.85205479,"male","UWW","AFS","No",26.5,9,12.3319476778504,1.46458670763035,12,2014,"12.5","adult","AFMA","AFM","Pre-moult"
"Groucho","2014-12-08",1348,6.42602933285194,1.13098116258194,5.06144329468309,-0.554853812311749,19.0198926841157,0.270200097189068,2014-12-08,2017-03-22 06:55:38,0.2079577,-0.0773,1.37588,1.749949,4.221861,22,-1,6,55,38,-0.0001546,349.9898,101.324664,2.75176,340.484829600611,0.652940365248067,"Groucho",176,15.86027397,"male","UWW","AFS","No",26.4,10,31.5506287706268,3.70988843890947,12,2014,"12.8","adult","AFMA","AFM","Pre-moult"
"Groucho","2015-03-22",1213,5.85720864289022,1.16558451993515,5.22949168302121,-0.887686175405731,17.5947760016388,0.294296534145684,2015-03-22,2017-03-22 06:26:20,0.207048,-0.0191,1.098064,1.755261,4.248112,22,-1,6,26,20,-3.82e-05,351.0522,101.954688,2.196128,343.490452904255,1.0524040131563,"Groucho",199,16.14520548,"male","UWW","AFS","Yes",26.3,10.5,55.7599406493803,5.28846237766985,3,2015,"3.22","adult","AFMA","AFM","Moult"
"Groucho","2015-03-27",1086,6.06614342258731,1.2435594016304,4.7715474982135,-0.959748923793655,15.9028528947277,0.283792170816273,2015-03-27,2017-03-22 07:39:50,0.2078593,0.00195,1.289473,1.755886,4.260924,24.017,-1,7,39,50,3.9e-06,351.1772,102.262176,2.578946,342.320875299544,0.698936632428433,"Groucho",205,16.15890411,"male","UWW","AFS","Yes",26.8,10.5,37.8663285668705,3.40944698745577,3,2015,"3.27","adult","AFMA","AFM","Moult"
"Groucho","2015-03-29",1306,4.99572408799905,1.02412343803981,3.93482634808863,-0.544469535150746,14.0412778199596,0.213407684510704,2015-03-29,2017-03-22 06:49:20,0.2088453,0.0809,1.257597,1.751824,4.270925,22.914,-1,6,49,20,0.0001618,350.3648,102.5022,2.515194,341.767565572142,0.272496866113588,"Groucho",205,16.16438356,"male","UWW","AFS","Yes",26.9,9,14.7630777769488,1.32925300543214,3,2015,"3.29","adult","AFMA","AFM","Moult"
"Groucho","2015-03-30",752,5.29169335002117,1.08479713675434,3.0869270279719,0.341921106870585,12.3114768117566,0.220634546497973,2015-03-30,2017-03-22 07:18:25,0.2083315,0.0262,1.231972,1.756511,4.26905,22.748,-1,7,18,25,5.24e-05,351.3022,102.4572,2.463944,342.853902097297,0.495800678851998,"Groucho",205,16.16438356,"male","UWW","AFS","Yes",26.7,9,26.8610207821802,2.41853989683902,3,2015,"3.30","adult","AFMA","AFM","Moult"
"Groucho","2015-08-24",1044,2.81661086901158,0.681619830300801,2.08662859697968,-0.728424865424073,7.15537910037091,0.126575886302243,2015-08-24,2017-03-22 07:02:17,0.2064194,0.1269551,0.9685305,1.752136,4.26405,19.902,-1,7,2,17,0.0002539102,350.4272,102.3372,1.937061,343.794236986949,1.32519820285384,"Groucho",242,16.56986301,"male","UWW","AFS","No",22.2,8.9,81.3097007560431,5.47602563162745,8,2015,"8.24","adult","AFMA","AFM","Post-moult"
"Groucho","2015-08-27",1766,4.33087253889318,1.04807115441215,3.22711661304831,-0.849667296159337,10.3927959901924,0.150513474348169,2015-08-27,2017-03-22 06:25:05,0.2049381,0.1364865,0.8829042,1.740886,4.265768,18.432,-1,6,25,5,0.000272973,348.1772,102.378432,1.7658084,342.171889970945,1.95521422020238,"Groucho",242,16.57808219,"male","UWW","AFS","No",22.5,8,119.965362778378,8.07939760414204,8,2015,"8.27","adult","AFMA","AFM","Post-moult"
"Groucho","2015-09-02",1307,3.06605886096593,0.741986244353755,1.95632541013269,-0.660875749824483,7.25958029697239,0.106061892824896,2015-09-02,2017-03-22 06:56:58,0.2079528,0.1338302,0.7347769,1.759636,4.255143,14.272,-1,6,56,58,0.0002676604,351.9272,102.123432,1.4695538,346.86297581604,0.667314997899056,"Groucho",242,16.59452055,"male","UWW","AFS","No",22.4,4.5,40.9442019105847,2.75749999131841,9,2015,"9.2","adult","AFMA","AFM","Post-moult"
"Groucho","2016-02-21",1730,6.55324006794487,1.28443505331719,2.51105531406031,-0.804326910115419,12.8498095099842,0.118328483695118,2016-02-21,2017-03-22 08:31:53,0.2066744,0.0260161,1.279004,1.755261,4.250143,23.454,-1,8,31,53,5.20322e-05,351.0522,102.003432,2.558008,342.248630174843,1.20949262850895,"Groucho",196,17.06575342,"male","UWW","AFS","Yes",26.8,9,63.3570983879282,6.17088075769875,2,2016,"2.21","adult","AFMA","AFM","Moult"
"Groucho","2016-02-23",1220,6.22741282703353,1.2268003269256,3.69289848293099,-0.78807096086317,13.0426187037885,0.207225656971417,2016-02-23,2017-03-22 07:12:04,0.2062879,0.0609,1.113376,1.760418,4.256237,21.476,-1,7,12,4,0.0001218,352.0836,102.149688,2.226752,344.408560792174,1.38449661456958,"Groucho",197,17.07123288,"male","UWW","AFS","Yes",26.6,10.5,72.8017078890972,7.02790159679989,2,2016,"2.23","adult","AFMA","AFM","Moult"
"Groucho","2016-02-24",1647,7.2182126292503,1.42920610059156,1.73046118606214,1.76983506324329,11.7550387025556,0.0835739895301632,2016-02-24,2017-03-22 06:51:01,0.2058355,0.0057,1.12072,1.753855,4.236393,23.214,-1,6,51,1,1.14e-05,350.771,101.673432,2.24144,343.03808359525,1.57395116146487,"Groucho",198,17.0739726,"male","UWW","AFS","Yes",26.1,9.5,83.0787866447829,7.94924829022662,2,2016,"2.24","adult","AFMA","AFM","Moult"
"Malie","2014-05-20",1806,6.16382903148149,0.986212645037038,2.44435975839304,-1.13690482546103,10.1701946482215,0.112735922686296,2014-05-20,2017-03-22 23:38:47,0.2079359,-0.0707,0.7664961,2.007609,4.247174,15.002,-1,23,38,47,-0.0001414,401.5218,101.932176,1.5329922,395.483178912092,0.769281928144471,"Malie",160,12.55616438,"male","Taronga","ASL","No",20.2,NA,34.6079215134199,4.80801205090295,5,2014,"5.20","adult","ASMA","ASM","Early-year"
"Malie","2014-05-29",693,5.8441303335405,0.93506085336648,2.28983464507056,0.362921407574047,11.4702366817282,0.170487905751001,2014-05-29,2017-03-22 06:47:57,0.2076979,-0.0601,0.7607148,2.002765,4.247955,15.132,-1,6,47,57,-0.0001202,400.553,101.95092,1.5214296,394.575484637031,0.885911721248015,"Malie",160,12.58082192,"male","Taronga","ASL","No",20.9,NA,39.8547817062618,5.5369482578001,5,2014,"5.29","adult","ASMA","ASM","Early-year"
"Malie","2014-11-18",786,5.69555571895355,0.916984470751521,2.34079986149758,0.213242975999153,10.1086448329458,0.163647389341446,2014-11-18,2017-03-22 06:59:04,0.2069987,-0.0626,1.030094,1.74823,4.239674,21.066,-1,6,59,4,-0.0001252,349.646,101.752176,2.060188,342.566677259541,1.07083176771928,"Malie",161,13.05753425,"male","Taronga","ASL","No",23.1,NA,48.399475323413,6.65112899204525,11,2014,"11.18","adult","ASMA","ASM","Late-year"
"Malie","2014-11-28",1311,4.56181088178842,0.697957064913628,1.22613357922441,1.03929291178616,7.40410354775737,0.0663731626115171,2014-11-28,2017-03-22 07:02:32,0.2067971,-0.0157,0.9657179,1.480413,4.262018,21,-1,7,2,32,-3.14e-05,296.0826,102.288432,1.9314358,290.49189416733,0.981747212228073,"Malie",153,13.08219178,"male","Taronga","ASL","No",23.8,NA,42.7088866104428,6.41664844593512,11,2014,"11.28","adult","ASMA","ASM","Late-year"
"Malie","2015-02-25",1640,4.94304024708757,0.815601640769449,2.55199084169671,0.0806432174484067,11.043304868863,0.123513167351405,2015-02-25,2017-03-22 07:19:36,0.205995,-0.0691416,1.193065,1.754167,4.22233,22,-1,7,19,36,-0.0001382832,350.8334,101.33592,2.38613,342.572419088769,1.50319092747742,"Malie",165,13.3260274,"male","Taronga","ASL","Yes",26.4,NA,69.203347729793,9.11024804531771,2,2015,"2.25","adult","ASMA","ASM","Early-year"
"Malie","2015-02-27",725,4.84605338324458,0.794752754852112,2.64318580116144,-0.347417734067848,12.013760481867,0.19240429423489,2015-02-27,2017-03-22 06:47:05,0.2067597,-0.0885169,1.063219,1.760574,4.195767,22.367,-1,6,47,5,-0.0001770338,352.1148,100.698408,2.126438,344.67922772082,1.18109711404759,"Malie",164,13.33150685,"male","Taronga","ASL","Yes",25.5,NA,54.1275655172555,7.20181167102187,2,2015,"2.27","adult","ASMA","ASM","Early-year"
"Malie","2015-03-02",883,4.21054493554036,0.694739914364159,2.33855906500362,-0.915444282577611,9.82938124811491,0.154249605837343,2015-03-02,2017-03-22 06:51:20,0.2095107,-0.0738,1.00025,1.756511,4.229518,19.594,-1,6,51,20,-0.0001476,351.3022,101.508432,2.0005,344.378833760829,-0.0151170175477372,"Malie",165,13.33972603,"male","Taronga","ASL","Yes",25.8,NA,-0.695951660478042,-0.0916182881681043,3,2015,"3.2","adult","ASMA","ASM","Early-year"
"Malie","2015-07-30",1543,6.0043416256552,1.02073807636138,1.81779529146164,0.998189865297922,9.73386077225604,0.0907022545924802,2015-07-30,2017-03-22 06:54:46,0.2088254,0.1680495,0.5878997,1.763386,4.260143,10.672,-1,6,54,46,0.000336099,352.6772,102.243432,1.1757994,348.621412434558,0.286726090206614,"Malie",170,13.75068493,"male","Taronga","ASL","No",15.7,NA,13.49907168926,1.68662406003891,7,2015,"7.30","adult","ASMA","ASM","Mid-year"
"Malie","2015-08-06",1203,5.46427192872403,0.961711859455429,1.5817004470092,1.64962924496355,9.37122452459927,0.0893814704321781,2015-08-06,2017-03-22 06:49:15,0.2072874,0.1713308,0.5199299,1.758386,4.226549,8.964001,-1,6,49,15,0.0003426616,351.6772,101.437176,1.0398598,348.072062344585,0.961522995210139,"Malie",176,13.76986301,"male","Taronga","ASL","No",15.6,NA,46.4616015350355,5.46319883642125,8,2015,"8.6","adult","ASMA","ASM","Mid-year"
"Malie","2015-08-07",1101,6.20158669519551,1.09768084504961,1.53225986352884,1.69246653904823,9.01580583947065,0.0905096400127054,2015-08-07,2017-03-22 06:52:57,0.20721,0.1274239,0.5122735,1.757293,4.248112,8.648001,-1,6,52,57,0.0002548478,351.4586,101.954688,1.024547,347.926777566742,0.99503402841599,"Malie",177,13.77260274,"male","Taronga","ASL","No",15.7,NA,48.2856278547199,5.62166117749147,8,2015,"8.7","adult","ASMA","ASM","Mid-year"
"Malie","2016-02-03",706,4.95083326375058,0.866395821156352,2.3113410920308,1.06091459179751,10.4474220706943,0.170497400261293,2016-02-03,2017-03-22 07:12:14,0.2058531,-0.000547,1.07197,1.530258,4.172017,21,-1,7,12,14,-1.094e-06,306.0516,100.128408,2.14394,299.498452093124,1.36756039594169,"Malie",175,14.26575342,"male","Taronga","ASL","Yes",25,NA,65.7998724581775,7.81463083395252,2,2016,"2.3","adult","ASMA","ASM","Early-year"
"Malie","2016-02-07",686,3.92918125371899,0.687606719400823,1.92392445839917,-0.112837278282975,9.16349816897337,0.143973323227286,2016-02-07,2017-03-22 07:10:33,0.2060801,0.0558603,1.104626,1.501664,4.222955,21.356,-1,7,10,33,0.0001117206,300.3328,101.35092,2.209252,293.7861318586,1.25771194042916,"Malie",175,14.27671233,"male","Taronga","ASL","Yes",25.5,NA,60.5145377966137,7.18692537388089,2,2016,"2.7","adult","ASMA","ASM","Early-year"
"Malie","2016-02-09",491,5.90770647804134,1.03384863365724,2.71733587766596,0.21449868482582,11.475912855929,0.240358036855178,2016-02-09,2017-03-22 23:57:34,0.2080827,0.00336,1.087439,1.512289,4.240612,22.73,-1,23,57,34,6.72e-06,302.4578,101.774688,2.174878,295.994416735702,0.520956153476603,"Malie",175,14.28219178,"male","Taronga","ASL","Yes",26,NA,25.0656925696207,2.97689230558059,2,2016,"2.9","adult","ASMA","ASM","Early-year"
"Mav","2014-05-21",1192,5.6075682901811,0.622440080210102,2.25737508094255,-0.0256306784307942,10.4611080477643,0.128150902851858,2014-05-21,2017-03-22 07:30:59,0.2081777,0.0685,0.8096218,1.504632,4.256237,16.437,-1,7,30,59,0.000137,300.9264,102.149688,1.6192436,296.15621267186,0.485747547296922,"Mav",111,13.47671233,"male","Taronga","NZFS","No",19,NA,16.6112705028101,4.376104029702,5,2014,"5.21","adult","NFMA","NFM","Moult"
