"id","day","N","vo2_mlkg","vo2_l","sd","min","max","CI","date","Time","o2_v","co2_v","wvp_v","fr_v","bp_v","temp","Marker","hour","minute","second","co2","fr","bp","wv","fr_c","vo2","id.y","weight","age","gender","place","species","moult","water_temp","dfi","vo2kg","vo2mlkg","month","year","days","d.stage","cohort","class","season"
"Sly","2015-08-25",1483,3.40934814348683,0.439805910509801,1.71131410965269,-1.42392172978837,7.14499798654286,0.0870994127611656,2015-08-25,2017-03-22 07:27:17,0.2082366,0.1271114,0.7772775,1.757449,4.251706,16.93,-1,7,27,17,0.0002542228,351.4898,102.040944,1.554555,346.134986484761,0.541997840104528,"Sly",129,12.57260274,"male","UWW","NZFS","No",22.3,6.5,20.7462610623399,4.20153364422115,8,2015,"8.25","adult","NFMA","NFM","Post-moult"
"Sly","2015-08-28",1104,4.24727237562458,0.552145408831196,1.91242902333944,-0.350653739843394,8.48475278442598,0.112812405725944,2015-08-28,2017-03-22 06:42:22,0.2082386,0.1369553,0.7955591,1.507601,4.268737,16.37,-1,6,42,22,0.0002739106,301.5202,102.449688,1.5911182,296.83737189917,0.464055722466679,"Sly",130,12.58082192,"male","UWW","NZFS","No",23,6.3,17.8660130443066,3.56965940358984,8,2015,"8.28","adult","NFMA","NFM","Post-moult"
"Sly","2015-08-29",1261,4.27965490960231,0.556355138248301,2.33853996858972,-0.517166630201026,9.7094738706002,0.129075354061491,2015-08-29,2017-03-22 06:52:06,0.207383,0.1344552,0.7816526,1.759793,4.280612,15.9,-1,6,52,6,0.0002689104,351.9586,102.734688,1.5633052,346.602875265967,0.915729971092676,"Sly",130,12.58356164,"male","UWW","NZFS","No",22.8,6.5,35.2553428748613,7.04407670071289,8,2015,"8.29","adult","NFMA","NFM","Post-moult"
"Sly","2016-02-22",1527,5.82903799153018,0.851039546763406,2.20022867369432,-1.26656660728116,12.9261458419029,0.110358140208766,2016-02-22,2017-03-22 08:01:51,0.2066027,0.00492,0.9171234,1.509945,4.269518,20.65,-1,8,1,51,9.84e-06,301.989,102.468432,1.8342468,296.583214568588,1.07485900051987,"Sly",146,13.06849315,"male","UWW","NZFS","Yes",26.6,5,45.1456738028125,7.36204794876622,2,2016,"2.22","adult","NFMA","NFM","Moult"
"Sly","2016-02-25",1341,6.71591903636887,0.980524179309855,1.7838223969868,1.01177320706134,10.9591285133983,0.0954757975456936,2016-02-25,2017-03-22 07:46:35,0.2069264,-0.029,1.311192,1.507445,4.237643,24.164,-1,7,46,35,-5.8e-05,301.489,101.703432,2.622384,293.715221728919,0.944853200086139,"Sly",146,13.07671233,"male","UWW","NZFS","Yes",26.1,5,39.6852371725048,6.47159726086397,2,2016,"2.25","adult","NFMA","NFM","Moult"
"Sly","2016-02-29",1073,6.81198891681026,0.926430492686196,1.91655723234375,2.00566410713785,11.7847806680586,0.114677443609075,2016-02-29,2017-03-22 08:11:24,0.2078685,-0.0466,1.299942,1.493538,4.240612,23.368,-1,8,11,24,-9.32e-05,298.7076,101.774688,2.599884,291.076968797098,0.590932455186637,"Sly",136,13.08767123,"male","UWW","NZFS","Yes",26.1,5,23.533798152771,4.34509158225468,2,2016,"2.29","adult","NFMA","NFM","Moult"
"Teiko","2014-03-12",1075,6.8028233231684,0.503408925914461,1.62253486962469,1.88256152499737,10.0830965439629,0.096994225189565,2014-03-12,2017-03-22 08:36:10,0.2082592,-0.0207,1.302442,1.502914,4.254206,21.726,-1,8,36,10,-4.14e-05,300.5828,102.100944,2.604884,292.914082202492,0.450308285550474,"Teiko",74,16.8,"female","UWW","ASL","No",25.4,3.5,11.361449115332,6.08524710203343,3,2014,"3.12","adult","ASFA","ASF","Early-year"
"Teiko","2014-03-19",1727,5.50562277924159,0.418427331222361,1.63116647396016,0.247276222264011,10.5268825233757,0.0769322065960424,2014-03-19,2017-03-22 08:45:58,0.208504,0.00789,1.314473,1.505726,4.273112,22.211,-1,8,45,58,1.578e-05,301.1452,102.554688,2.628946,293.425470318221,0.360430911739987,"Teiko",76,16.81917808,"female","UWW","ASL","No",26.3,4,9.27752695098907,4.74251199657878,3,2014,"3.19","adult","ASFA","ASF","Early-year"
"Teiko","2014-03-24",1007,6.0236358977577,0.445749056446872,2.14456403693321,-0.158898708,11.11740409,0.132458659292515,2014-03-24,2017-03-22 08:26:49,0.2080662,0.0246,3.749042,1.50307,4.247331,21.634,2,8,26,49,4.92e-05,300.614,101.935944,1.952404527,294.8562652,0.525089871,"Teiko",74,16.83287671,"female","UWW","ASL","No",26.3,4,13.24821693,7.095809069,3,2014,"3.24","adult","ASFA","ASF","Early-year"
"Teiko","2014-11-06",2164,7.1549625446438,0.472227527946491,3.8721515773756,-4.46972209146549,18.8144074422999,0.163147263165331,2014-11-06,2017-03-22 07:32:02,0.2078371,0.0107,1.122752,1.502601,4.238893,21.053,-1,7,32,2,2.14e-05,300.5202,101.733432,2.245504,293.886989088755,0.60827232115893,"Teiko",66,17.45479452,"female","UWW","ASL","No",24.9,3.5,14.084972598261,9.21624729028682,11,2014,"11.6","adult","ASFA","ASF","Late-year"
"Teiko","2014-12-04",2472,7.15830488526733,0.472448122427644,2.78947707504057,-1.31468116320024,14.7449831008651,0.109965039538763,2014-12-04,2017-03-22 07:56:23,0.208391,-0.00508,1.234784,1.49682,4.259987,22,0,7,56,23,-1.016e-05,299.364,102.239688,2.469568,292.132955293056,0.400514860515354,"Teiko",66,17.53150685,"female","UWW","ASL","No",26.5,3.3,9.2742027531467,6.06840697750536,12,2014,"12.4","adult","ASFA","ASF","Late-year"
"Teiko","2014-12-09",2204,7.98043189773115,0.462865050068407,3.32859111711245,-1.49773551183073,17.0592375778268,0.138966694096006,2014-12-09,2017-03-22 07:23:15,0.2095325,-0.0646,1.171502,1.492132,4.228424,22,0,7,23,15,-0.0001292,298.4264,101.482176,2.343004,291.536379737667,-0.0208377573885379,"Teiko",58,17.54520548,"female","UWW","ASL","No",26.3,4,-0.437947420254681,-0.359271679112722,12,2014,"12.9","adult","ASFA","ASF","Late-year"
"Teiko","2015-03-23",1479,6.96113557319383,0.50816289684315,2.31712068496455,-0.899118919150532,11.1923892856041,0.118092043693209,2015-03-23,2017-03-22 06:56:38,0.2073887,0.00867,1.080563,1.505726,4.247955,22,-1,6,56,38,1.734e-05,301.1452,101.95092,2.161126,294.761611490007,0.776648189618702,"Teiko",73,17.83013699,"female","UWW","ASL","No",26.3,4,19.3961922163634,10.6390162961466,3,2015,"3.23","adult","ASFA","ASF","Early-year"
"Teiko","2015-03-24",1867,7.91023760542556,0.585357582801492,1.92969049648164,2.3125528780772,12.9461204902977,0.0875329510579699,2015-03-24,2017-03-22 07:23:26,0.2073904,0.0124,1.099782,1.50557,4.249831,22,-1,7,23,26,2.48e-05,301.114,101.995944,2.199564,294.620413212902,0.775645249493944,"Teiko",74,17.83287671,"female","UWW","ASL","No",26.3,4,19.569824310254,10.481692560729,3,2015,"3.24","adult","ASFA","ASF","Early-year"
"Teiko","2015-03-30",1004,4.82273720868977,0.356882553443043,2.37436544257843,-1.06853907688516,10.6387355426744,0.146871245469906,2015-03-30,2017-03-22 07:44:43,0.2091258,0.1028923,1.195878,1.503382,4.288894,23.162,-1,7,44,43,0.0002057846,300.6764,102.933456,2.391756,293.689900063979,0.130057741479767,"Teiko",74,17.84931507,"female","UWW","ASL","No",26.7,4,3.28140622611696,1.75753704702387,3,2015,"3.30","adult","ASFA","ASF","Early-year"
"Teiko","2015-08-23",895,6.25508299338982,0.425345643550508,2.90752356506254,-0.195725908868959,14.9155378276668,0.19048807675352,2015-08-23,2017-03-22 07:25:11,0.2081761,0.1469554,0.9279048,1.504476,4.270768,18.764,-1,7,25,11,0.0002939108,300.8952,102.498432,1.8558096,295.447270798957,0.485181168074919,"Teiko",68,18.24931507,"female","UWW","ASL","Yes",22.1,3.9,11.4890897023159,7.13501717757234,8,2015,"8.23","adult","ASFA","ASF","Mid-year"
"Teiko","2015-08-27",1061,8.12998912922211,0.552839260787104,2.0885563911651,1.24156918683586,13.1108920785147,0.125673753150173,2015-08-27,2017-03-22 06:42:36,0.2078418,0.1296114,0.8952481,1.507445,4.274362,18.438,-1,6,42,36,0.0002592228,301.489,102.584688,1.7904962,296.226860792229,0.611359893483709,"Teiko",68,18.26027397,"female","UWW","ASL","Yes",22.5,4,14.4770018269712,8.99058666887808,8,2015,"8.27","adult","ASFA","ASF","Mid-year"
"Teiko","2015-08-31",917,6.50021950074147,0.44201492605042,2.79748861317117,-0.798846353847473,14.8265034351144,0.181067177158921,2015-08-31,2017-03-22 06:20:52,0.2083433,0.131799,0.7139953,1.504632,4.253268,14.386,-1,6,20,52,0.000263598,300.9264,102.078432,1.4279906,296.716695147835,0.424662866770137,"Teiko",68,18.27123288,"female","UWW","ASL","Yes",22.3,3.6,10.0560163720356,6.24504215838437,8,2015,"8.31","adult","ASFA","ASF","Mid-year"
"Teiko","2016-02-22",1732,6.62906687937329,0.48392188219425,3.95455958396597,-5.11574548586193,16.330897639047,0.186243125388032,2016-02-22,2017-03-22 08:28:58,0.2089112,0.00805,1.096657,1.505101,4.258112,22.338,-1,8,28,58,1.61e-05,301.0202,102.194688,2.193314,294.55967028105,0.210331710984672,"Teiko",73,18.75068493,"female","UWW","ASL","No",26.6,4,5.25287298674861,2.88125631485853,2,2016,"2.22","adult","ASFA","ASF","Early-year"
"Teiko","2016-02-25",1228,8.67476141980011,0.633257583645408,2.55254697408481,1.06373406517334,14.2961451040123,0.142767919588514,2016-02-25,2017-03-22 08:02:40,0.2078985,0.00227,1.304629,1.496195,4.242018,24.434,-1,8,2,40,4.54e-06,299.239,101.808432,2.609258,291.569775169369,0.580903577898162,"Teiko",73,18.75890411,"female","UWW","ASL","No",26.3,3,14.5076208335948,7.95758325887893,2,2016,"2.25","adult","ASFA","ASF","Early-year"
"Teiko","2016-02-29",1248,7.43676822570344,0.542884080476351,2.97902912999746,-0.0315190559197331,14.6102949232373,0.16528122712925,2016-02-29,2017-03-22 08:24:39,0.2092647,0.0155,1.294317,1.506507,4.242486,24.094,-1,8,24,39,3.1e-05,301.3014,101.819664,2.588634,293.641199429238,0.0784708885756694,"Teiko",73,18.76986301,"female","UWW","ASL","No",26.3,3,1.9597501913315,1.07494367911876,2,2016,"2.29","adult","ASFA","ASF","Early-year"
