"time","id","x","y","z","depth","number","behaviour_event","value","type_event","fps","behaviour","type","location","place","raw"
2016-08-19 00:51:21.70,1,0.66,0.948,1.076,1.18,1,"1.moving",1,"1.Travelling","63401","moving","Travelling","land","land",""
2016-08-19 00:51:21.75,1,0.554666666666667,0.346666666666667,0.710666666666667,1.18,1,"1.moving",1,"1.Travelling","00:00.0","moving","Travelling","land","land","moving"
2016-08-19 00:51:21.79,1,0.573333333333333,0.249333333333333,0.689333333333333,1.18,1,"1.moving",1,"1.Travelling","00:00.0","moving","Travelling","land","land","moving"
2016-08-19 00:51:21.85,1,0.638666666666667,-0.092,0.606666666666667,1.18,1,"1.moving",1,"1.Travelling","63402","moving","Travelling","land","land",""
2016-08-19 00:51:21.90,1,0.701333333333333,-0.104,0.621333333333333,1.18,1,"1.moving",1,"1.Travelling","63402","moving","Travelling","land","land",""
2016-08-19 00:51:21.95,1,0.82,-0.00133333333333334,0.682666666666667,1.19,1,"1.moving",1,"1.Travelling","63406","moving","Travelling","land","land",""
2016-08-19 00:51:22.00,1,0.796,0.0573333333333333,0.721333333333333,1.2,1,"1.moving",1,"1.Travelling","63406","moving","Travelling","land","land",""
2016-08-19 00:51:22.04,1,0.762,0.254,0.726,1.18,1,"1.moving",1,"1.Travelling","63408","moving","Travelling","land","land",""
2016-08-19 00:51:22.10,1,0.33,-0.512,0.355,1.1875,1,"1.moving",1,"1.Travelling","63409","moving","Travelling","land","land",""
2016-08-19 00:51:22.15,1,0.3,-0.524,0.426,1.195,1,"1.moving",1,"1.Travelling","63409","moving","Travelling","land","land",""
2016-08-19 00:51:22.20,1,0.27,-0.536,0.497,1.2025,1,"1.moving",1,"1.Travelling","63409","moving","Travelling","land","land",""
2016-08-19 00:51:22.25,1,0.542666666666667,0.606666666666667,0.337333333333333,1.21,1,"1.moving",1,"1.Travelling","63413","moving","Travelling","land","land",""
2016-08-19 00:51:22.29,1,0.645333333333333,1.04933333333333,0.390666666666667,1.21,1,"1.moving",1,"1.Travelling","63413","moving","Travelling","land","land",""
2016-08-19 00:51:22.35,1,0.770666666666667,0.668,0.488,1.18,1,"1.moving",1,"1.Travelling","63416","moving","Travelling","land","land",""
2016-08-19 00:51:22.40,1,0.521333333333333,0.58,0.628,1.18,1,"1.moving",1,"1.Travelling","63416","moving","Travelling","land","land",""
2016-08-19 00:51:22.45,1,0.0186666666666667,0.38,0.709333333333333,1.21,1,"1.moving",1,"1.Travelling","63417","moving","Travelling","land","land",""
2016-08-19 00:51:22.50,1,0.00133333333333333,0.176,0.806666666666667,1.21,1,"1.moving",1,"1.Travelling","63417","moving","Travelling","land","land",""
2016-08-19 00:51:22.54,1,0.244,-0.992,0.392,1.18,1,"1.moving",1,"1.Travelling","63421","moving","Travelling","land","land",""
2016-08-19 00:51:22.60,1,0.592,0.054,0.026,1.18,1,"1.moving",1,"1.Travelling","63423","moving","Travelling","land","land",""
2016-08-19 00:51:22.65,1,0.58,0.224,0.104,1.18,1,"1.moving",1,"1.Travelling","63423","moving","Travelling","land","land",""
2016-08-19 00:51:22.70,1,0.568,0.394,0.182,1.18,1,"1.moving",1,"1.Travelling","63423","moving","Travelling","land","land",""
2016-08-19 00:51:22.75,1,0.294666666666667,1.87466666666667,0.752,1.18,1,"1.moving",1,"1.Travelling","63425","moving","Travelling","land","land",""
2016-08-19 00:51:22.79,1,0.141333333333333,1.66933333333333,0.7,1.18,1,"1.moving",1,"1.Travelling","63425","moving","Travelling","land","land",""
2016-08-19 00:51:22.85,1,-0.036,0.0373333333333333,0.821333333333333,1.18,1,"1.moving",1,"1.Travelling","63427","moving","Travelling","land","land",""
2016-08-19 00:51:22.90,1,0.108,-0.269333333333333,0.702666666666667,1.18,1,"1.moving",1,"1.Travelling","63427","moving","Travelling","land","land",""
2016-08-19 00:51:22.95,1,0.509333333333333,-0.852,0.08,1.18,1,"1.moving",1,"1.Travelling","63431","moving","Travelling","land","land",""
2016-08-19 00:51:23.00,1,0.490666666666667,-0.612,0.104,1.18,1,"1.moving",1,"1.Travelling","63431","moving","Travelling","land","land",""
2016-08-19 00:51:23.04,1,0.982,0.134,0.204,1.18,1,"1.moving",1,"1.Travelling","63433","moving","Travelling","land","land",""
2016-08-19 00:51:23.10,1,0.165,0.553,-0.022,1.1575,1,"1.moving",1,"1.Travelling","63434","moving","Travelling","land","land",""
2016-08-19 00:51:23.15,1,0.046,0.43,0.052,1.165,1,"1.moving",1,"1.Travelling","63434","moving","Travelling","land","land",""
2016-08-19 00:51:23.20,1,-0.073,0.307,0.126,1.1725,1,"1.moving",1,"1.Travelling","63434","moving","Travelling","land","land",""
2016-08-19 00:51:23.25,1,0.34,-0.46,-0.028,1.18,1,"1.in",2,"2.Other","63438","in","Other","water","underwater",""
2016-08-19 00:51:23.29,1,0.332,-0.528,-0.12,1.18,1,"1.in",2,"2.Other","63438","in","Other","water","underwater",""
2016-08-19 00:51:23.35,1,-0.205333333333333,0.0333333333333333,-0.036,1.18,1,"1.in",2,"2.Other","63439","in","Other","water","underwater",""
2016-08-19 00:51:23.40,1,-0.162666666666667,0.0506666666666667,-0.008,1.18,1,"1.in",2,"2.Other","63439","in","Other","water","underwater",""
